"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Text","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Jun 1, 2013","14","199","25","Tornado threat has passed in most areas, but many in Midwest dealing with floods from heavy rain, up to 11 inches. http://on.cnn.com/10G4AVD","","","","1"
"","CNN Breaking News","Jun 1, 2013","45","438","46","At least five people have died in Oklahoma in Friday's storms, according to medical examiner's office. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","20","294","31","Missouri Gov. Jay Nixon has declared a state of emergency because of the severe weather. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","29","238","31","Storms knock out power to more than 170,000 customers in Midwest. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","225","1K","91","Frozen fruit mix commonly used in smoothies suspected in hepatitis A outbreak. http://on.cnn.com/11uuIhI","","","","1"
"","CNN Breaking News","Jun 1, 2013","12","212","27","Tornado warnings, emergencies for OKC area expire. Flash flood warnings in effect. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","22","252","28","Hospital in Yukon, OK, reports 2 fatalities and 14 patients, 3 critical, amid storms. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","45","423","49","National Weather Service reports tornado near St. Charles, Missouri. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","28","383","40","Highway patrol: If tornado approaches interstate, abandon vehicle, get in underground shelter or ditch. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","44","525","36","Highway patrol: I-35 closed south of OKC as storm nears. ""We have a nightmare situation."" http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","20","225","23","Weather service warns Norman, OK, to expect 80-90 mph winds, tornadoes.
@NWSNorman
http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","12","241","10","Oklahoma Gas & Electric: Nearly 40,000 customers without power in OKC area. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","16","202","15","Oklahoma City area facing ""serious flash-flooding threat,""
@NWSNorman
says. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","27","422","37","Oklahoma Highway Patrol urging motorists to get off I-35 and I-40 near OKC. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","Jun 1, 2013","16","272","26","Oklahoma Gas and Electric: 21,962 without power in Oklahoma City metro area. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","May 31, 2013","27","323","26","NWS: Tornado warning now extends to downtown Oklahoma City.
@NWSNorman
http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","May 31, 2013","16","96","18","FBI confirms ""very low concentrations"" of ricin on letters sent to Obama and Bloomberg. http://on.cnn.com/11uhiCe","","","","1"
"","CNN Breaking News","May 31, 2013","135","1.2K","117","National Weather Service has declared a tornado emergency western Oklahoma City. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","May 31, 2013","19","242","20","NWS: Tornado near El Reno, Oklahoma, moving east at 25 mph
@NWSNorman
http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","May 31, 2013","40","275","31","Weather service: ""Particularly dangerous situation"" developing over Oklahoma. http://on.cnn.com/11h2iw2","","","","1"
"","CNN Breaking News","May 31, 2013","14","98","18","Those firefighters were injured in a 5-alarm fire in Houston. http://on.cnn.com/11u4UCf","","","","1"
"","CNN Breaking News","May 31, 2013","56","222","21","4 firefighters die from injuries battling 5-alarm blaze at hotel and restaurant. http://on.cnn.com/11u4UCf","","","","1"
"","CNN Breaking News","May 31, 2013","44","368","83","Large asteroid zips past Earth, and scientists are over the moon. http://on.cnn.com/10DX91j","","","","1"
"","CNN Breaking News","May 31, 2013","605","1.2K","185","8 arrested after brawl at kindergarten graduation. http://on.cnn.com/11tT4rL","","","","1"
"","CNN Breaking News","May 31, 2013","43","447","35","Report: Turkish court orders pause in development project that helped spark Istanbul protests. http://on.cnn.com/11tP1vz","","","","1"
"","CNN Breaking News","May 31, 2013","31","125","39","LUNCH BREAK: Seems like there's always something crazy going on at your fave fast food chains: 10 fast food fails http://on.cnn.com/11gvbbx","","","","1"
"","CNN Breaking News","May 31, 2013","19","115","29","Soldier's family to world: Keep calm, don't seek revenge http://cnn.com/2013/05/31/world/europe/uk-london-attack/index.html?sr=sharebar_twitter…","","","","1"
"","CNN Breaking News","May 31, 2013","50","248","59","Arvind Mahankali, of Bayside Hills, NY, wins 2013 National Spelling Bee. http://on.cnn.com/115TMeU","","","","1"
"","CNN Breaking News","May 31, 2013","15","76","7","FBI looking for letter to CIA similar to others that contained ricin. http://on.cnn.com/178ZK7d","","","","1"
"","CNN Breaking News","May 30, 2013","21","157","18","Syrian TV: 3 Westerners, including American woman and British national, killed fighting alongside rebels. http://on.cnn.com/115A03j","","","","1"
"","CNN Breaking News","May 30, 2013","7","76","9","Injuries, damage from storm reported in Oden, Arkansas, sheriff says. http://on.cnn.com/115xmKP","","","","1"
"","CNN Breaking News","May 30, 2013","54","417","24","Tornado developing near Guthrie, OK.
@NWSNorman
says take cover now. http://cnn.com","","","","1"
"","CNN Breaking News","May 30, 2013","10","100","13","Iranian-American gets 25 years in plot to kill Saudi ambassador. http://on.cnn.com/177Vsx0","","","","1"
"","CNN Breaking News","May 30, 2013","20","159","16","Suspicious letter addressed to Obama; similar to note sent to NY mayor, source says. http://on.cnn.com/114YSbl","","","","1"
"","CNN Breaking News","May 30, 2013","30","84","7","Source: Letter to NY mayor vowed to shoot if guns were seized. http://on.cnn.com/177MhMV","","","","1"
"","CNN Breaking News","May 30, 2013","25","88","22","U.N. official: Iraq violence ""ready to explode"" if leaders don't take steps. http://on.cnn.com/15kZE8p","","","","1"
"","CNN Breaking News","May 30, 2013","9","57","16","Man found guilty in killing of girl who disappeared in Wales last year. http://on.cnn.com/114oRjk","","","","1"
"","CNN Breaking News","May 30, 2013","32","110","17","Bombs rock Baghdad in another day of violence in Iraq. http://on.cnn.com/15kZE8p","","","","1"
"","CNN Breaking News","May 30, 2013","7","95","13","Man charged with murder of British soldier appears in court. http://on.cnn.com/15kZu0R","","","","1"
"","CNN Breaking News","May 30, 2013","28","188","37","4 defendants in Brazil nightclub fire that killed 242 people in January granted bail. http://on.cnn.com/18AsmUQ","","","","1"
"","CNN Breaking News","May 30, 2013","43","271","24","7 people were killed near Syracuse, NY, when a trailer came unhitched from a truck and hit a minivan. http://on.cnn.com/10JoR9t","","","","1"
"","CNN Breaking News","May 30, 2013","83","392","44","12-year-old boy accused of stabbing to death his 8-year-old sister has pleaded not guilty. http://on.cnn.com/ZuDQc7","","","","1"
"","CNN Breaking News","May 30, 2013","63","158","30","U.S. mom held on drug charges in Mexico tells CNN she's innocent: ""I'm a good mom. I love the Gospel."" http://on.cnn.com/15jTxBf","","","","1"
"","CNN Breaking News","May 29, 2013","26","112","14","Officials: Obama to tap G.W. Bush's deputy attorney general as next FBI chief. http://on.cnn.com/15jMqJ2","","","","1"
"","CNN Breaking News","May 29, 2013","44","212","16","NYPD: Ricin found in letters to Mayor Bloomberg, director of Mayors Against Illegal Guns. http://on.cnn.com/Zu8UZi","","","","1"
"","CNN Breaking News","May 29, 2013","23","115","14","Lawyer: U.S. soldier to plead guilty in deaths of 16 Afghan villagers, avoid death penalty. http://on.cnn.com/Zu7Apm","","","","1"
"","CNN Breaking News","May 29, 2013","34","47","11","Defense team appeals for more funds to give Zimmerman ""a fighting chance.""
http://on.cnn.com/Zu5YvM","","","","1"
"","CNN Breaking News","May 29, 2013","148","532","141","Poll: 77% say religion losing influence in U.S. -- and they don't like it. http://on.cnn.com/ZtWYHd","","","","1"
"","CNN Breaking News","May 29, 2013","83","295","43","Dry ice in bottle explodes in Toontown trash can; Disneyland worker arrested. http://on.cnn.com/ZtVfBC","","","","1"
"","CNN Breaking News","May 29, 2013","5","59","16","LUNCH BREAK: Optimism in tornado’s path:
@jdsutter
journeys into heart of 17-mile damage zone http://on.cnn.com/Zt9pD3 #tornadowalk","","","","1"
"","CNN Breaking News","May 29, 2013","11","98","6","2 militants, 1 guard killed in attack on Red Cross building in Jalalabad, Afghan official says. http://on.cnn.com/15iFGev","","","","1"
"","CNN Breaking News","May 29, 2013","6","123","17","Marines: Human error to blame in deaths of 7 Marines during training in Nevada. http://on.cnn.com/ZtjtMf","","","","1"
"","CNN Breaking News","May 29, 2013","17","85","12","Pakistan Taliban spokesman says he can neither confirm nor deny No. 2 leader killed in drone strike. http://on.cnn.com/ZsKLlW","","","","1"
"","CNN Breaking News","May 29, 2013","21","218","45","Pakistan Taliban's No. 2 leader killed in today's drone strike, say tribal official and intel official. http://on.cnn.com/ZsKLlW","","","","1"
"","CNN Breaking News","May 29, 2013","27","99","22","Officials: Drone strike kills four suspected militants in Pakistan's tribal region.
http://on.cnn.com/ZsKLlW","","","","1"
"","CNN Breaking News","May 29, 2013","12","75","10","Freight train blaze in Baltimore area under control, firefighters say. http://on.cnn.com/16ncc3I","","","","1"
"","CNN Breaking News","May 29, 2013","34","299","37","More severe weather -- tornadoes, hail, damaging winds -- expected today for much of the Midwest. http://on.cnn.com/15hSxxN","","","","1"
"","CNN Breaking News","May 29, 2013","73","503","58","Death toll for new SARS-like virus rises to 27; 49 infections reported. http://on.cnn.com/15hPvJI","","","","1"
"","CNN Breaking News","May 29, 2013","9","130","25","The man who escaped a French prison last month with a brazen series of explosions has been caught, reports say. http://on.cnn.com/173XeiE","","","","1"
"","CNN Breaking News","May 29, 2013","38","316","42","Former star college QB found dead 2 days after disappearing on fishing trip. http://on.cnn.com/16o29eU","","","","1"
"","CNN Breaking News","May 29, 2013","47","147","26","Prosecutors: Teen's plan to attack school included napalm, background music. http://on.cnn.com/16no06h","","","","1"
"","CNN Breaking News","May 28, 2013","52","134","26","NYPD knocks down Amanda Bynes' sexual harassment claim. http://on.cnn.com/16nG4Nq","","","","1"
"","CNN Breaking News","May 28, 2013","128","757","105","New SARS-like virus recently found in humans sounds ""alarm bells"" at WHO. http://on.cnn.com/16nzNBo","","","","1"
"","CNN Breaking News","May 28, 2013","26","144","27","Bond set at $2 million for Oregon teen accused in high school bomb plot. http://on.cnn.com/16no06h","","","","1"
"","CNN Breaking News","May 28, 2013","35","158","29","Dow surges to another record high on stellar economic data. http://on.cnn.com/16njrbU","","","","1"
"","CNN Breaking News","May 28, 2013","48","736","124","Freight train derails in Rosedale, Maryland, outside Baltimore; area nearby evacuated. http://on.cnn.com/16ncc3I","","","","1"
"","CNN Breaking News","May 28, 2013","16","129","17","Hospital: 2 U.S. Embassy employees in Venezuela wounded in nightclub shooting. http://on.cnn.com/16mYnT1","","","","1"
"","CNN Breaking News","May 28, 2013","20","218","31","Judge denies defense's motion for delay in trial of George Zimmerman. Jury selection set for June 10. http://on.cnn.com/11095FZ","","","","1"
"","CNN Breaking News","May 28, 2013","24","148","22","Report: Rockets fired from Syria land in Lebanon. http://on.cnn.com/16moGsC","","","","1"
"","CNN Breaking News","May 28, 2013","21","116","17","1 dead in attack on Pakistan workers giving polio vaccines. http://on.cnn.com/141QQ55","","","","1"
"","CNN Breaking News","May 28, 2013","78","356","48","Marine killed after police say he shot 6 people in 3 Texas towns. http://on.cnn.com/15d9sBs","","","","1"
"","CNN Breaking News","May 27, 2013","25","269","33","NYPD has issued an ""all clear"" for the #Brooklyn Bridge suspicious vehicle. http://on.cnn.com/15cYb45","","","","1"
"","CNN Breaking News","May 27, 2013","21","114","19","EU ends arms embargo against Syrian rebels. http://on.cnn.com/15cXgkh","","","","1"
"","CNN Breaking News","May 27, 2013","69","829","78","NYPD: New York's Brooklyn Bridge has been closed to traffic after unattended, suspicious vehicle found on bridge.","","","","1"
"","CNN Breaking News","May 27, 2013","13","137","20","Death toll in wave of Baghdad bombings today now at 31; more than 100 wounded. http://on.cnn.com/15bGAcS","","","","1"
"","CNN Breaking News","May 27, 2013","22","316","64","Obama's Memorial Day remarks: ""We must remember that our countrymen are still serving, still fighting."" http://on.cnn.com/18n7NgY","","","","1"
"","CNN Breaking News","May 27, 2013","19","82","10","Eight killed in pair of Baghdad bombings. http://on.cnn.com/15bGAcS","","","","1"
"","CNN Breaking News","May 27, 2013","9","69","12","Bail denied for 2 men charged in last week's flight diversion over UK. http://on.cnn.com/15bkV4x","","","","1"
"","CNN Breaking News","May 27, 2013","50","332","50","Ed Shaughnessy, longtime drummer for ""The Tonight Show,"" dies at 84 http://on.cnn.com/12aZTWU","","","","1"
"","CNN Breaking News","May 26, 2013","32","142","42","Matteo #Manassero becomes youngest PGA Championship winner at age 20. http://on.cnn.com/16Yqrvt","","","","1"
"","CNN Breaking News","May 26, 2013","88","157","32","#Zimmerman attorneys: Texts show #Trayvon Martin 'hostile' day of shooting. http://on.cnn.com/158mgsX","","","","1"
"","CNN Breaking News","May 26, 2013","32","279","58","Tony Kanaan of Brazil has won the 97th #Indianapolis 500. More on","","","","1"
"","CNN - Breaking News, Latest News and Videos","","32","279","58","Tony Kanaan of Brazil has won the 97th #Indianapolis 500. More on","","","","1"
"","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.","","32","279","58","Tony Kanaan of Brazil has won the 97th #Indianapolis 500. More on","","","","1"
"","cnn.com","","32","279","58","Tony Kanaan of Brazil has won the 97th #Indianapolis 500. More on","","","","1"
"","CNN Breaking News","May 26, 2013","54","201","44","Obama in #Oklahoma: ""I want to urge every American to step up,"" suggests donations to American Red Cross. http://on.cnn.com/12GLXPd","","","","1"
"","CNN Breaking News","May 26, 2013","14","107","30","Obama tours tornado damage in Moore, #Oklahoma. http://on.cnn.com/12GLXPd","","","","1"
"","CNN Breaking News","May 26, 2013","17","115","29","Police hold sixth suspect in killing of London soldier. http://on.cnn.com/129LLxb","","","","1"
"","CNN Breaking News","May 26, 2013","6","73","11","Crews search for teen reported missing in Texas flooding. http://bit.ly/10USNy6","","","","1"
"","CNN Breaking News","May 26, 2013","47","216","36","Oregon teen planned bomb attack of school, prosecutor says. http://bit.ly/10Vb3aI","","","","1"
"","CNN Breaking News","May 26, 2013","22","174","27","2 women dead in Texas flooding. More rain expected. http://on.cnn.com/11hJFU9","","","","1"
"","CNN Breaking News","May 26, 2013","26","155","14","Authorities in south Texas urge drivers not to take on flooded roads. http://on.cnn.com/11hJFU9","","","","1"
"","CNN Breaking News","May 25, 2013","20","200","42","3 more suspects arrested in London in brutal killing of British soldier. http://on.cnn.com/16h1WKl","","","","1"
"","CNN Breaking News","May 25, 2013","51","367","37","Flooding kills 1 in San Antonio, Texas. At least 100 water rescues conducted. http://on.cnn.com/11hJFU9","","","","1"
"","CNN Breaking News","May 25, 2013","20","118","28","Chuck Hagel: Scourge of sexual assault ""must be stamped out"" in military. http://on.cnn.com/12UxAbN","","","","1"
"","CNN Breaking News","May 25, 2013","66","293","46","UK zoo worker dies after being mauled by tiger. http://on.cnn.com/13SByPT","","","","1"
"","CNN Breaking News","May 25, 2013","87","324","79","Arizona lawman Joe Arpaio's department has been racially profiling Latinos, federal judge rules. http://on.cnn.com/14Lr088","","","","1"
"","CNN Breaking News","May 25, 2013","15","88","32","Principal of Oklahoma school leveled by tornado recalls the day started ""exactly as it has for the last 170 days"" http://on.cnn.com/151O1De","","","","1"
"","CNN Breaking News","May 24, 2013","47","167","25","Attorney General Holder was involved in decision to seek warrant for Fox News reporter's e-mail, official says. http://on.cnn.com/12CuQ18","","","","1"
"","CNN Breaking News","May 24, 2013","80","345","63","""I do not use crack cocaine, nor am I an addict of crack cocaine,” Toronto mayor says, reacting to media reports. http://on.cnn.com/10q2aue","","","","1"
"","CNN Breaking News","May 24, 2013","106","299","66","Kaitlyn Hunt, 18, charged with crime for having sex with 14-year-old girl, rejects plea deal. http://on.cnn.com/10pPjbl","","","","1"
"","CNN Breaking News","May 27, 2013","22","316","64","Obama's Memorial Day remarks: ""We must remember that our countrymen are still serving, still fighting."" http://on.cnn.com/18n7NgY","","","","1"
"","CNN Breaking News","May 27, 2013","19","82","10","Eight killed in pair of Baghdad bombings. http://on.cnn.com/15bGAcS","","","","1"
"","CNN Breaking News","May 27, 2013","9","69","12","Bail denied for 2 men charged in last week's flight diversion over UK. http://on.cnn.com/15bkV4x","","","","1"
"","CNN Breaking News","May 27, 2013","50","332","50","Ed Shaughnessy, longtime drummer for ""The Tonight Show,"" dies at 84 http://on.cnn.com/12aZTWU","","","","1"
"","CNN Breaking News","May 26, 2013","32","142","42","Matteo #Manassero becomes youngest PGA Championship winner at age 20. http://on.cnn.com/16Yqrvt","","","","1"
"","CNN Breaking News","May 26, 2013","88","157","32","#Zimmerman attorneys: Texts show #Trayvon Martin 'hostile' day of shooting. http://on.cnn.com/158mgsX","","","","1"
"","CNN Breaking News","May 26, 2013","32","279","58","Tony Kanaan of Brazil has won the 97th #Indianapolis 500. More on","","","","1"
"","CNN - Breaking News, Latest News and Videos","","32","279","58","Tony Kanaan of Brazil has won the 97th #Indianapolis 500. More on","","","","1"
"","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.","","32","279","58","Tony Kanaan of Brazil has won the 97th #Indianapolis 500. More on","","","","1"
"","cnn.com","","32","279","58","Tony Kanaan of Brazil has won the 97th #Indianapolis 500. More on","","","","1"
"","CNN Breaking News","May 26, 2013","54","201","44","Obama in #Oklahoma: ""I want to urge every American to step up,"" suggests donations to American Red Cross. http://on.cnn.com/12GLXPd","","","","1"
"","CNN Breaking News","May 26, 2013","14","107","30","Obama tours tornado damage in Moore, #Oklahoma. http://on.cnn.com/12GLXPd","","","","1"
"","CNN Breaking News","May 26, 2013","17","115","29","Police hold sixth suspect in killing of London soldier. http://on.cnn.com/129LLxb","","","","1"
"","CNN Breaking News","May 26, 2013","6","73","11","Crews search for teen reported missing in Texas flooding. http://bit.ly/10USNy6","","","","1"
"","CNN Breaking News","May 26, 2013","47","216","36","Oregon teen planned bomb attack of school, prosecutor says. http://bit.ly/10Vb3aI","","","","1"
"","CNN Breaking News","May 26, 2013","22","174","27","2 women dead in Texas flooding. More rain expected. http://on.cnn.com/11hJFU9","","","","1"
"","CNN Breaking News","May 26, 2013","26","155","14","Authorities in south Texas urge drivers not to take on flooded roads. http://on.cnn.com/11hJFU9","","","","1"
"","CNN Breaking News","May 24, 2013","22","174","21","Ex-Guatemalan president extradited to U.S., where he faces money laundering charges. http://on.cnn.com/12BHDRs","","","","1"
"","CNN Breaking News","May 24, 2013","9","76","14","Czechs seek extradition of American in ""extremely brutal"" killings. http://on.cnn.com/12BqyqC","","","","1"
"","CNN Breaking News","May 24, 2013","12","182","21","Police in UK say they've arrested 2 men on suspicion of endangering aircraft after plane diverted. http://on.cnn.com/12B5xfK","","","","1"
"","CNN Breaking News","May 24, 2013","9","157","15","Flight diverted to London's Stansted airport has landed, police say, after incident reported on aircraft. http://on.cnn.com/12B5xfK","","","","1"
"","CNN Breaking News","May 24, 2013","25","411","31","Pakistan Airlines flight bound for Manchester diverted to London airport, escorted by fighter jet, airport rep says.","","","","1"
"","CNN Breaking News","May 24, 2013","17","76","16","Step-dad of slain UK soldier: ""You don't expect something like that on your doorstep."" http://on.cnn.com/10p7kGT","","","","1"
"","CNN Breaking News","May 24, 2013","21","115","36","Teens who were missing in Canadian park found in good condition, police say. http://on.cnn.com/10p03qC","","","","1"
"","CNN Breaking News","May 24, 2013","4","62","20","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","","","","1"
"","100 faces, 100 hours","","4","62","20","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","","","","1"
