,listing_value,tweets_Name,tweets_Date,tweets_Text,tweets_Replies,tweets_Retweets,tweets_Likes,tweets_Images,tweets_imageURL,tweets_hrefURL,remove
18,1.0,CNN Breaking News,"Dec 30, 2018","Sen. Graham says Trump understands what's at stake in Syria and has, for now, agreed to slow his plans to withdraw all US troops from the country",596,397,799,https://pbs.twimg.com/media/Dvssk7AWsAAc-cn?format=jpg&name=small,,,1
19,1.0,CNN Breaking News,"Dec 30, 2018","A case regarding the alleged abuse of migrant children in an Arizona shelter will be referred to the Maricopa County Attorney's Office for review and to determine whether criminal charges will be filed, sheriff's office says",101,304,501,https://pbs.twimg.com/media/Dvsh4UHWwAMOMq6?format=jpg&name=small,,,1
20,1.0,CNN Breaking News,"Dec 30, 2018","The President has said he won't sign a bill that comes to his desk with only $1.3 billion of the $5 billion he wanted for border security, sources say",549,333,559,https://pbs.twimg.com/media/Dvr3AbMW0AAAG0i?format=jpg&name=small,,,1
21,1.0,CNN Breaking News,"Dec 30, 2018","California's largest utility provider could face a range of criminal offenses if it is found responsible for causing deadly wildfires, state's AG says",53,258,585,https://pbs.twimg.com/media/DvrySHYXcAMKeRU?format=jpg&name=small,,,1
22,1.0,CNN Breaking News,"Dec 30, 2018","Disney and Verizon reach agreement to resolve a high-stakes spat over programming fees that threatened to knock ESPN, ABC and other Disney-owned channels off of Fios' TV network",22,140,237,https://pbs.twimg.com/media/DvrcW9iXgAAOgSg?format=jpg&name=small,,,1
23,1.0,CNN Breaking News,"Dec 30, 2018","Sen. Lindsey Graham, the likely incoming chair of the Judiciary Committee, says he'll hold hearings on the deaths of two kids in Border Patrol custody",252,155,562,https://pbs.twimg.com/media/DvrVnvNWkAALzCM?format=jpg&name=small,,,1
24,1.0,CNN Breaking News,"Dec 30, 2018","A senior UK government minister warns there is a ""50-50"" chance Brexit won't happen if Prime Minister Theresa May's deal is voted down in Parliament next month",50,91,201,https://pbs.twimg.com/media/Dvql3AyWwAITP1n?format=jpg&name=small,,,1
25,1.0,CNN Breaking News,"Dec 30, 2018","In a holiday message, Russian President Vladimir Putin said Russia is ""open to dialogue"" with the US",338,182,427,https://pbs.twimg.com/media/DvqkzWvXgAAK9e-?format=jpg&name=small,,,1
26,1.0,CNN Breaking News,"Dec 30, 2018","California limits pet store sales of cats, dogs and rabbits to rescue or shelter animals only",109,887,3.8K,https://pbs.twimg.com/media/DvqkCJjXcAA3fm6?format=jpg&name=small,,,1
27,1.0,CNN Breaking News,"Dec 30, 2018",Congo voters head to the polls for a long-delayed presidential election,14,57,174,https://pbs.twimg.com/media/DvqjioJWsAAIhP6?format=jpg&name=small,,,1
28,1.0,CNN Breaking News,"Dec 30, 2018","At least 15 people were killed in election-related clashes in Bangladesh, police officials say",27,93,143,https://pbs.twimg.com/media/Dvqh8rkWsAA0LDN?format=jpg&name=small,,,1
29,1.0,CNN Breaking News,"Dec 30, 2018","A ""partial equipment failure"" involving a jet bridge at Baltimore/Washington International Thurgood Marshall Airport in Maryland left six people injured",51,150,230,https://pbs.twimg.com/media/DvodNKjX4AAYsPb?format=jpg&name=small,,,1
30,1.0,CNN Breaking News,"Dec 30, 2018","Moroccan authorities arrested a 14th person in connection with the beheading deaths of two Scandinavian tourists, state-run media says",32,135,347,,,,1
31,1.0,CNN Breaking News,"Dec 29, 2018","Egyptian security forces killed 40 alleged terrorists in raids in the Giza and North Sinai regions, state media reported",24,85,232,https://pbs.twimg.com/media/DvlHK8UXQAEPGg0?format=jpg&name=small,,,1
32,1.0,CNN Breaking News,"Dec 29, 2018","A 7.2 magnitude earthquake shakes the southern Philippines, the USGS says",86,884,814,https://pbs.twimg.com/media/DvjoYtYXcAA2rBJ?format=jpg&name=small,,,1
33,1.0,CNN Breaking News,"Dec 29, 2018",US government files a sealed response to the Supreme Court in a mystery grand jury case related to Robert Mueller's investigation,72,336,678,https://pbs.twimg.com/media/DvjVKyeWwAAPUK2?format=jpg&name=small,,,1
34,1.0,CNN Breaking News,"Dec 29, 2018",Six people have died as a result of a severe storm system that's moving toward the Eastern US,27,138,242,https://pbs.twimg.com/media/DvjR40YWsAAPBRC?format=jpg&name=small,,,1
35,1.0,CNN Breaking News,"Dec 29, 2018",House Republicans wrap up investigation into FBI's handling of the Clinton and Russia probes,261,149,427,https://pbs.twimg.com/media/DvivDynX0AAIaNX?format=jpg&name=small,,,1
36,1.0,CNN Breaking News,"Dec 28, 2018",The EPA has announced it will propose a new rule that could potentially make way for fewer restrictions on toxins,322,384,332,https://pbs.twimg.com/media/DviJe3PW0AASu1c?format=jpg&name=small,,,1
37,1.0,CNN Breaking News,"Dec 28, 2018",Sears has announced an additional round of 80 store closings,120,319,411,https://pbs.twimg.com/media/DviALWWXcAMf27L?format=jpg&name=small,,,1
38,1.0,CNN Breaking News,"Dec 28, 2018","Flu cases are on the rise in the US, the CDC reports",58,190,225,https://pbs.twimg.com/media/Dvh28OYXQAAZxxF?format=jpg&name=small,,,1
39,1.0,CNN Breaking News,"Dec 28, 2018",Wells Fargo has agreed to pay $575 million to settle civil charges related to its fake-accounts scandals,62,187,328,https://pbs.twimg.com/media/Dvhzx8aW0AA2Kv5?format=jpg&name=small,,,1
40,1.0,CNN Breaking News,"Dec 28, 2018","A man suspected of killing a California officer has been arrested, police say",191,171,821,https://pbs.twimg.com/media/DvhokkfXcAASQwQ?format=jpg&name=small,,,1
41,1.0,CNN Breaking News,"Dec 28, 2018","At least 2 people are dead after a roadside bomb struck a tourist bus in Egypt, officials said",25,123,178,https://pbs.twimg.com/media/DvhjTs5WkAI2clq?format=jpg&name=small,,,1
42,1.0,CNN Breaking News,"Dec 28, 2018","At least 19 people are dead as violent protests in Sudan continue for a 10th day, a government official says",36,157,180,https://pbs.twimg.com/media/DvhaAcGWsAIk12-?format=jpg&name=small,,,1
43,1.0,CNN Breaking News,"Dec 28, 2018","Israeli author Amos Oz has died of cancer at 79, his daughter said",17,61,163,https://pbs.twimg.com/media/DvhSTI9X0AEpuDD?format=jpg&name=small,,,1
44,1.0,CNN Breaking News,"Dec 28, 2018",The campaign of GOP congressional candidate Mark Harris filed an emergency petition with the North Carolina elections board to certify results of a race that has been tainted by allegations of voter fraud,116,147,164,https://pbs.twimg.com/media/DvhR68BW0AAYuWj?format=jpg&name=small,,,1
45,1.0,CNN Breaking News,"Dec 28, 2018","A growing number of children and adolescents in the US are dying from opioid poisonings, a new study shows",64,168,216,https://pbs.twimg.com/media/DvhH-eAW0AUE0_M?format=jpg&name=small,,,1
46,1.0,CNN Breaking News,"Dec 27, 2018","Parts of the Midwest are facing whiteout blizzard conditions, while 24 million people are under flood watches or flash flood watches in the Southeast",43,170,266,https://pbs.twimg.com/media/DvcmzeIWwAA9SJI?format=jpg&name=small,,,1
47,1.0,CNN Breaking News,"Dec 27, 2018",Clashes between protesters and police continue for a second night in Tunisia as anger grows over the death of a journalist who set himself on fire,38,125,207,https://pbs.twimg.com/media/DvbfgC-WkAAxKlV?format=jpg&name=small,,,1
48,1.0,CNN Breaking News,"Dec 27, 2018","The United Arab Emirates will reopen its embassy in Damascus that closed in 2011 as the Syrian civil war began. An ambassador will not be posted immediately, a government source tells CNN.",29,85,137,https://pbs.twimg.com/media/Dvbd0K6WwAA_S4p?format=jpg&name=small,,,1
49,1.0,CNN Breaking News,"Dec 27, 2018",Doctors question medical care given to migrant boy who died Christmas Eve,166,245,560,https://pbs.twimg.com/media/DvaKwiNWoAE4jpK?format=jpg&name=small,,,1
50,1.0,CNN Breaking News,"Dec 27, 2018","After a referee forced a black varsity wrestler to cut his dreadlocks, a New Jersey school district decided it will not send its sports teams to any events where that referee officiates",658,1.5K,8.1K,https://pbs.twimg.com/media/DvZFVd6WwAAvK20?format=jpg&name=small,,,1
51,1.0,CNN Breaking News,"Dec 27, 2018","A Royal Caribbean cruise crew member who went overboard is the subject of a search northwest of Puerto Rico, the US Coast Guard says",40,128,303,https://pbs.twimg.com/media/DvY2FQXWwAERKgw?format=jpg&name=small,,,1
52,1.0,CNN Breaking News,"Dec 27, 2018",A series of lightning strikes from a powerful storm in Dallas forced the cancellation the SERVPRO First Responder Bowl between No. 23 Boise State and Boston College,29,83,184,https://pbs.twimg.com/media/DvYkbcZXcAADkuh?format=jpg&name=small,,,1
53,1.0,CNN Breaking News,"Dec 26, 2018",The Trump administration is asking federal courts to pause several high-profile immigration-related lawsuits due to the shutdown over border wall funding,108,127,165,https://pbs.twimg.com/media/DvX8sn9WwAESNyS?format=jpg&name=small,,,1
54,1.0,CNN Breaking News,"Dec 26, 2018",Markets staged a miraculous comeback following stocks' worst-ever Christmas Eve. The Dow posted its biggest daily point gain ever.,192,200,506,https://pbs.twimg.com/media/DvX0ewGWsAAeDqQ?format=jpg&name=small,,,1
55,1.0,CNN Breaking News,"Dec 26, 2018",JCPenney's stock falls below $1 for the first time since it started trading in 1929,79,386,539,https://pbs.twimg.com/media/DvXpZP8XgAALOtK?format=jpg&name=small,,,1
56,1.0,CNN Breaking News,"Dec 26, 2018",President Trump's surprise holiday trip to Iraq is his first presidential visit to US troops in a combat zone,314,196,634,https://pbs.twimg.com/media/DvXdhXvWwAQXlH5?format=jpg&name=small,,,1
57,1.0,CNN Breaking News,"Dec 26, 2018","A man whose father denied his request for money gunned down five family members before killing himself, police in Peshawar, Pakistan, say",48,101,190,https://pbs.twimg.com/media/DvXWKRYXgAAbuMg?format=jpg&name=small,,,1
58,1.0,CNN Breaking News,"Dec 26, 2018","A search is underway for a man suspected of killing police Officer Ronil Singh, 33, during a traffic stop in Newman, California",107,416,360,https://pbs.twimg.com/media/DvXQNEIWwAYrwiC?format=jpg&name=small,,,1
59,1.0,CNN Breaking News,"Dec 26, 2018",The Trump administration is appealing a judge's December 19 order that blocks the administration from implementing asylum restrictions on the southern border,43,95,177,https://pbs.twimg.com/media/DvXJXoIXcAEx9PB?format=jpg&name=small,,,1
60,1.0,CNN Breaking News,"Dec 26, 2018","US Customs and Border Protection now says an 8-year-old Guatemalan boy died late Christmas Eve, not on Christmas Day. The agency has also announced policy changes in the wake of the boy’s death",95,152,191,https://pbs.twimg.com/media/DvWVjmKW0AAso8B?format=jpg&name=small,,,1
61,1.0,CNN Breaking News,"Dec 26, 2018",The partial government shutdown will cut staffing at the federal agency that oversees food stamps by 95%,284,446,588,https://pbs.twimg.com/media/DvTZYrMXcAAtT-2?format=jpg&name=small,,,1
62,1.0,CNN Breaking News,"Dec 25, 2018",ISIS claims responsibility for a deadly car bomb in northwestern Iraq that killed three and wounded 13,261,271,286,https://pbs.twimg.com/media/DvSQrC0XcAAbQCw?format=jpg&name=small,,,1
63,1.0,CNN Breaking News,"Dec 25, 2018","An 8-year-old Guatemalan boy died in the custody of US Customs and Border Protection on Christmas Day, the agency said Tuesday",436,1.1K,946,https://pbs.twimg.com/media/DvSJfj8WwAMoeYq?format=jpg&name=small,,,1
64,1.0,CNN Breaking News,"Dec 25, 2018",Five people have been killed after a hijacked bus drove into pedestrians in China,29,121,233,https://pbs.twimg.com/media/DvQl43TWwAASOty?format=jpg&name=small,,,1
65,1.0,CNN Breaking News,"Dec 25, 2018","Iraq passes a law to mark Christmas Day as an official holiday, a government statement says",157,470,2K,https://pbs.twimg.com/media/DvPVodPXgAAIB_v?format=jpg&name=small,,,1
66,1.0,CNN Breaking News,"Dec 25, 2018","Outgoing California Gov. Jerry Brown, in one of his last acts as governor, pardons 143 felons and issues 131 commutations Monday",189,292,1.2K,https://pbs.twimg.com/media/DvPF6aHWoAEBNBc?format=jpg&name=small,,,1
67,1.0,CNN Breaking News,"Dec 25, 2018","Martha Erika Alonso, governor of the Mexican state of Puebla and her husband Rafael Moreno Valle were killed in a helicopter crash in central Mexico, official says",180,658,1K,,,,1
68,1.0,CNN Breaking News,"Dec 25, 2018","President Trump signs bill naming post office for Army Capt. Humayun Khan, the slain soldier whose family Trump feuded with during the 2016 campaign",165,216,583,https://pbs.twimg.com/media/DvOT7MLXQAA93-w?format=jpg&name=small,,,1
69,1.0,CNN Breaking News,"Dec 24, 2018","A US judge orders North Korea to pay $500 million to the family of Otto Warmbier, a 22-year-old American who died after being imprisoned in North Korea. The ruling doesn't guarantee the family will receive any money.",203,350,866,https://pbs.twimg.com/media/DvNzRk0WoAAYtaJ?format=jpg&name=small,,,1
70,1.0,CNN Breaking News,"Dec 24, 2018","President Trump denies CNN report that he ""lashed out"" at acting AG Matthew Whitaker over revelations involving Trump's ex-lawyer Michael Cohen",149,108,238,https://pbs.twimg.com/media/DvNZb-8X0AAiaY3?format=jpg&name=small,,,1
71,1.0,CNN Breaking News,"Dec 24, 2018",Stocks fall after Steven Mnuchin's odd statement fails to calm markets,303,425,684,https://pbs.twimg.com/media/DvMIcYJW0AEhHyg?format=jpg&name=small,,,1
72,1.0,CNN Breaking News,"Dec 24, 2018",Israel heads for early elections after Benjamin Netanyahu's coalition struggled to govern with razor-thin majority,60,86,222,https://pbs.twimg.com/media/DvMA7vsXgAIQPYF?format=jpg&name=small,,,1
73,1.0,CNN Breaking News,"Dec 24, 2018",A cruise ship that was rerouted from its itinerary because of bad weather rescued two men floating in a small boat for nearly three weeks without fuel and almost out of water,92,611,2.8K,https://pbs.twimg.com/media/DvKM8mDX0AE79l9?format=jpg&name=small,,,1
74,1.0,CNN Breaking News,"Dec 24, 2018","A ""resurgent"" al Qaeda is looking to carry out attacks on passenger planes in Europe, UK security minister warns",108,339,382,https://pbs.twimg.com/media/DvKCNm3X0AAZFaA?format=jpg&name=small,,,1
75,1.0,CNN Breaking News,"Dec 23, 2018","Outgoing Defense Secretary James Mattis signs order detailing the withdrawal of US troops from Syria, source tells CNN",100,246,334,https://pbs.twimg.com/media/DvIuRYlWsAAkOrD?format=jpg&name=small,,,1
76,1.0,CNN Breaking News,"Dec 23, 2018","Death toll from tsunami in Indonesia rises to at least 222, with hundreds more injured and missing",69,694,576,,,,1
77,1.0,CNN Breaking News,"Dec 23, 2018","A tsunami that hit Pandeglang, Serang and South Lampung, Indonesia, killed at least 168 people and injured at least 745, the head of public relations at Indonesia's National Disaster Mitigation Agency says",62,992,861,https://pbs.twimg.com/card_img/1331577290547871744/Bcpnnr8Z?format=jpg&name=small,https://pbs.twimg.com/card_img/1331577290547871744/Bcpnnr8Z?format=jpg&name=small,https://t.co/hBJjdm5kUs?amp=1,1
78,1.0,Tsunami in Indonesia kills at least 222 without warning,,"A tsunami that hit Pandeglang, Serang and South Lampung, Indonesia, killed at least 168 people and injured at least 745, the head of public relations at Indonesia's National Disaster Mitigation Agency says",62,992,861,https://pbs.twimg.com/card_img/1331577290547871744/Bcpnnr8Z?format=jpg&name=small,https://pbs.twimg.com/card_img/1331577290547871744/Bcpnnr8Z?format=jpg&name=small,https://t.co/hBJjdm5kUs?amp=1,1
79,1.0,"A tsunami that hit Pandeglang, Serang and South Lampung, Indonesia, Saturday night, killed at least 222 people and injured at least 700.",,"A tsunami that hit Pandeglang, Serang and South Lampung, Indonesia, killed at least 168 people and injured at least 745, the head of public relations at Indonesia's National Disaster Mitigation Agency says",62,992,861,https://pbs.twimg.com/card_img/1331577290547871744/Bcpnnr8Z?format=jpg&name=small,https://pbs.twimg.com/card_img/1331577290547871744/Bcpnnr8Z?format=jpg&name=small,https://t.co/hBJjdm5kUs?amp=1,1
80,1.0,cnn.com,,"A tsunami that hit Pandeglang, Serang and South Lampung, Indonesia, killed at least 168 people and injured at least 745, the head of public relations at Indonesia's National Disaster Mitigation Agency says",62,992,861,https://pbs.twimg.com/card_img/1331577290547871744/Bcpnnr8Z?format=jpg&name=small,https://pbs.twimg.com/card_img/1331577290547871744/Bcpnnr8Z?format=jpg&name=small,https://t.co/hBJjdm5kUs?amp=1,1
81,1.0,CNN Breaking News,"Dec 23, 2018","An unnamed, foreign government-owned company wants the Supreme Court to pause a subpoena it received related to Robert Mueller's probe",161,386,519,,,,1
82,1.0,CNN Breaking News,"Dec 23, 2018","At least 20 people are dead and 165 injured after a tsunami hit coastal areas in Indonesia, an official says",64,720,414,,,,1
83,1.0,CNN Breaking News,"Dec 22, 2018","President Trump will remain in Washington D.C. over Christmas because of the partial government shutdown, White House press secretary Sarah Sanders says",891,333,698,https://pbs.twimg.com/media/DvDh9hSWkAEgkZZ?format=jpg&name=small,,,1
84,1.0,CNN Breaking News,"Dec 22, 2018",Japanese Emperor Akihito gives his final annual birthday statement before he abdicates the throne in April,23,201,556,https://pbs.twimg.com/media/DvDPzcbWkAE9KH8?format=jpg&name=small,,,1
85,1.0,CNN Breaking News,"Dec 22, 2018","Demi Lovato shares a health update with fans: ""I am sober and grateful to be alive""",130,228,1.8K,https://pbs.twimg.com/media/DvDOjlaW0AAvNdp?format=jpg&name=small,,,1
86,1.0,CNN Breaking News,"Dec 22, 2018","The Senate has adjourned for the day with the next session not until Thursday, leaving little expectation of a deal to end the partial government shutdown before Christmas",188,205,305,,,,1
87,1.0,CNN Breaking News,"Dec 22, 2018","Brett McGurk, the US envoy for the global coalition to counter ISIS, has resigned because of Trump's decision to pull forces out of Syria, official says",247,720,1.1K,https://pbs.twimg.com/media/DvCWgAvWsAEq5II?format=jpg&name=small,,,1
88,1.0,CNN Breaking News,"Dec 22, 2018","The man responsible for a fatal Christmas market attack in Strasbourg pledged allegiance to ISIS, a source with knowledge of the investigation says",80,137,197,,,,1
89,1.0,CNN Breaking News,"Dec 22, 2018","A 10th person has died in connection with the ""yellow vest"" protests in France as they enter their sixth consecutive weekend",35,113,192,,,,1
90,1.0,CNN Breaking News,"Dec 22, 2018","A man and a woman have been arrested in the Gatwick airport drone incidents, police said",26,117,428,,,,1
91,1.0,CNN Breaking News,"Dec 22, 2018","At least 15 people were killed in a double car bomb attack in Somalia's capital, official says",23,86,164,,,,1
92,1.0,CNN Breaking News,"Dec 22, 2018","Illegally manufactured fentanyl was the driving force behind a 45% increase in deaths involving synthetic opioids from 2016 to 2017, a new CDC report says",102,401,561,,,,1
93,1.0,CNN Breaking News,"Dec 22, 2018",Parts of the federal government shut down at midnight after Congress and the White House failed to reach a deal Friday night to avert the shuttering of several departments,288,363,584,https://pbs.twimg.com/card_img/1332340640915611649/K6NcY9d5?format=jpg&name=small,https://pbs.twimg.com/card_img/1332340640915611649/K6NcY9d5?format=jpg&name=small,https://t.co/q3ZhEkI4wY?amp=1,1
94,1.0,Government partially shuts down for the third time in a year,,Parts of the federal government shut down at midnight after Congress and the White House failed to reach a deal Friday night to avert the shuttering of several departments,288,363,584,https://pbs.twimg.com/card_img/1332340640915611649/K6NcY9d5?format=jpg&name=small,https://pbs.twimg.com/card_img/1332340640915611649/K6NcY9d5?format=jpg&name=small,https://t.co/q3ZhEkI4wY?amp=1,1
95,1.0,Parts of the federal government shut down at midnight after Congress and the White House failed to reach a deal Friday night to avert the shuttering of several departments.,,Parts of the federal government shut down at midnight after Congress and the White House failed to reach a deal Friday night to avert the shuttering of several departments,288,363,584,https://pbs.twimg.com/card_img/1332340640915611649/K6NcY9d5?format=jpg&name=small,https://pbs.twimg.com/card_img/1332340640915611649/K6NcY9d5?format=jpg&name=small,https://t.co/q3ZhEkI4wY?amp=1,1
96,1.0,cnn.com,,Parts of the federal government shut down at midnight after Congress and the White House failed to reach a deal Friday night to avert the shuttering of several departments,288,363,584,https://pbs.twimg.com/card_img/1332340640915611649/K6NcY9d5?format=jpg&name=small,https://pbs.twimg.com/card_img/1332340640915611649/K6NcY9d5?format=jpg&name=small,https://t.co/q3ZhEkI4wY?amp=1,1
97,1.0,CNN Breaking News,"Dec 22, 2018","The family of Carla Stefaniak, a Florida woman killed in a resort in Costa Rica last month, has filed a lawsuit in US court against Airbnb and the apartment complex where she stayed",28,113,311,https://pbs.twimg.com/card_img/1330711173973602306/XUsnt7mW?format=jpg&name=small,https://pbs.twimg.com/card_img/1330711173973602306/XUsnt7mW?format=jpg&name=small,https://t.co/JDO5brNGLM?amp=1,1
98,1.0,"Family of Florida woman killed in Costa Rica sues Airbnb, property owner",,"The family of Carla Stefaniak, a Florida woman killed in a resort in Costa Rica last month, has filed a lawsuit in US court against Airbnb and the apartment complex where she stayed",28,113,311,https://pbs.twimg.com/card_img/1330711173973602306/XUsnt7mW?format=jpg&name=small,https://pbs.twimg.com/card_img/1330711173973602306/XUsnt7mW?format=jpg&name=small,https://t.co/JDO5brNGLM?amp=1,1
99,1.0,"The family of Carla Stefaniak, a woman killed last month at a resort in Costa Rica, has filed a lawsuit in a Florida court against Airbnb and the apartment complex where she stayed.",,"The family of Carla Stefaniak, a Florida woman killed in a resort in Costa Rica last month, has filed a lawsuit in US court against Airbnb and the apartment complex where she stayed",28,113,311,https://pbs.twimg.com/card_img/1330711173973602306/XUsnt7mW?format=jpg&name=small,https://pbs.twimg.com/card_img/1330711173973602306/XUsnt7mW?format=jpg&name=small,https://t.co/JDO5brNGLM?amp=1,1
100,1.0,cnn.com,,"The family of Carla Stefaniak, a Florida woman killed in a resort in Costa Rica last month, has filed a lawsuit in US court against Airbnb and the apartment complex where she stayed",28,113,311,https://pbs.twimg.com/card_img/1330711173973602306/XUsnt7mW?format=jpg&name=small,https://pbs.twimg.com/card_img/1330711173973602306/XUsnt7mW?format=jpg&name=small,https://t.co/JDO5brNGLM?amp=1,1
101,1.0,CNN Breaking News,"Dec 22, 2018","Jennie-O Turkey Store Sales, Inc., is recalling approximately 164,210 pounds of raw ground turkey products due to the possibility of salmonella contamination, US Department of Agriculture's Food Safety and Inspection Service says",71,422,256,https://pbs.twimg.com/card_img/1331328870499442688/3ZrQRoBy?format=jpg&name=small,https://pbs.twimg.com/card_img/1331328870499442688/3ZrQRoBy?format=jpg&name=small,https://t.co/ylD1inGwnx?amp=1,1
102,1.0,New recall and illnesses from deadly salmonella outbreak,,"Jennie-O Turkey Store Sales, Inc., is recalling approximately 164,210 pounds of raw ground turkey products due to the possibility of salmonella contamination, US Department of Agriculture's Food Safety and Inspection Service says",71,422,256,https://pbs.twimg.com/card_img/1331328870499442688/3ZrQRoBy?format=jpg&name=small,https://pbs.twimg.com/card_img/1331328870499442688/3ZrQRoBy?format=jpg&name=small,https://t.co/ylD1inGwnx?amp=1,1
