,listing_value,tweets_Name,tweets_Date,tweets_Text,tweets_Replies,tweets_Retweets,tweets_Likes,tweets_Images,tweets_imageURL,tweets_hrefURL,remove
17,1.0,CNN Breaking News,"Dec 29, 2019",A 28-year-old man is dead after an avalanche in the Brenta Dolomite mountains. It's the second deadly avalanche to hit the Italian Alps over the weekend.,19,90,310,https://pbs.twimg.com/media/EM91qiSWkAMbVmf?format=jpg&name=small,,,1
18,1.0,CNN Breaking News,"Dec 29, 2019","The suspect in custody after a stabbing rampage at a rabbi's home in New York was found with ""blood all over him,"" a law enforcement source with direct knowledge of the case says",94,128,401,https://pbs.twimg.com/media/EM9oRinWkAgd5se?format=jpg&name=small,,,1
19,1.0,CNN Breaking News,"Dec 29, 2019","5 were stabbed at a New York residence, police say. A witness says it was the home of a rabbi",120,208,425,https://pbs.twimg.com/media/EM7qdpbXUAIPvb7?format=jpg&name=small,,,1
20,1.0,CNN Breaking News,"Dec 28, 2019","A sports reporter who is a daughter-in-law of an LSU football coach was among those killed in a small plane crash in Louisiana. The plane was going to Atlanta, where LSU is playing in the Peach Bowl.",84,192,540,https://pbs.twimg.com/media/EM53aRzWkAEzRSy?format=jpg&name=small,,,1
21,1.0,CNN Breaking News,"Dec 28, 2019","At least five people are dead after a small plane crashed near a Louisiana airport, officials say",23,100,232,https://pbs.twimg.com/media/EM5EOfiW4AU8lrc?format=jpg&name=small,,,1
22,1.0,CNN Breaking News,"Dec 28, 2019","The remains of six people on board a tour helicopter that crashed on the Hawaiian island of Kauai have been found, officials say. The search for the seventh person on board has been suspended due to fog",65,149,470,https://pbs.twimg.com/media/EM1vKsBUYAQGbtn?format=jpg&name=small,,,1
23,1.0,CNN Breaking News,"Dec 28, 2019",Radio shock jock Don Imus is dead at 79. He hosted a morning show heard across the US and sparked a public outcry over racist remarks in 2007.,204,177,465,https://pbs.twimg.com/media/EM1WuXCUYAEBm2F?format=jpg&name=small,,,1
24,1.0,CNN Breaking News,"Dec 27, 2019","A new US law that prohibits the sale of tobacco products to anyone under the age of 21 is now in effect, the FDA says on its website",129,432,1.3K,https://pbs.twimg.com/media/EMz9jNaWwAA_UeX?format=jpg&name=small,,,1
25,1.0,CNN Breaking News,"Dec 27, 2019","At least 11 people were taken to the hospital after an explosion at a Beechcraft aviation manufacturing plant in Wichita, Kansas, an emergency official says",18,124,202,https://pbs.twimg.com/media/EMz62omXsAYMYlu?format=jpg&name=small,,,1
26,1.0,CNN Breaking News,"Dec 27, 2019","Multiple agencies are responding to an explosion at an aviation manufacturing plant in Wichita, Kansas",32,203,311,https://pbs.twimg.com/media/EMzhX3KWkAMRTGj?format=jpg&name=small,,,1
27,1.0,CNN Breaking News,"Dec 27, 2019",At least 12 people have died after an airplane crashed shortly after takeoff near the city of Almaty in Kazakhstan,44,148,363,https://pbs.twimg.com/media/EMyjZcpXYAAgVQB?format=jpg&name=small,,,1
28,1.0,CNN Breaking News,"Dec 26, 2019","Prime Minister Benjamin Netanyahu claims victory in a race for leadership of Likud, the Israeli political party he has led for more than a decade. Official results of the party race have not yet been released.",95,100,239,https://pbs.twimg.com/media/EMv9-3BWoAIlqj8?format=jpg&name=small,,,1
29,1.0,CNN Breaking News,"Dec 26, 2019",Police are investigating four possible anti-Semitic incidents in New York City over a two-day span during the Jewish festival of Hanukkah,34,126,278,https://pbs.twimg.com/media/EMv1VwHWkAE8L5o?format=jpg&name=small,,,1
30,1.0,CNN Breaking News,"Dec 26, 2019",Authorities in New York have located a third teen wanted for questioning in connection with the stabbing death of Barnard College freshman Tessa Majors,44,124,531,https://pbs.twimg.com/media/EMvJV2pW4AAu_rY?format=jpg&name=small,,,1
31,1.0,CNN Breaking News,"Dec 25, 2019",Prime Minister Benjamin Netanyahu was taken off the stage at a campaign event in Ashkelon as a rocket was fired from Gaza into Israel,150,161,373,https://pbs.twimg.com/media/EMq2VBVWwAYX-l0?format=jpg&name=small,,,1
32,1.0,CNN Breaking News,"Dec 25, 2019","A suspect in the stabbing deaths of two men, including the brother of San Francisco 49ers quarterback C.J. Beathard, has been arrested",45,187,826,https://pbs.twimg.com/media/EMqrjMAXYAEj8xE?format=jpg&name=small,,,1
33,1.0,CNN Breaking News,"Dec 25, 2019",The last solar eclipse of the year will create a 'ring of fire.' Here's how to watch it,95,770,2.5K,,,,1
34,1.0,CNN Breaking News,"Dec 25, 2019",Two women say Frontier Airlines ignored their requests for help after they were sexually assaulted,62,201,412,https://pbs.twimg.com/media/EMqZfaOWoAAijbC?format=jpg&name=small,,,1
35,1.0,CNN Breaking News,"Dec 25, 2019","Bvlly, a Toronto rapper, was shot and killed early Christmas Eve in what police are calling a homicide",91,99,251,https://pbs.twimg.com/media/EMqHps2XkAEjZcK?format=jpg&name=small,,,1
36,1.0,CNN Breaking News,"Dec 24, 2019",Rapper DaBaby was taken to a Charlotte police station and cited on a marijuana charge. He took to social media to protest his treatment by law enforcement.,238,197,873,https://pbs.twimg.com/media/EMlo6xJXUAAPEyq?format=jpg&name=small,,,1
37,1.0,CNN Breaking News,"Dec 24, 2019",Nigeria orders the release of detained activist Omoyele Sowore,69,262,678,,,,1
38,1.0,CNN Breaking News,"Dec 24, 2019",The FAA issues a ground stop for flights at Chicago's O'Hare International Airport because of fog,33,112,203,,,,1
39,1.0,CNN Breaking News,"Dec 23, 2019","Psychedelic pioneer Baba Ram Dass, a best-selling author and New Age guru who extolled the virtues of mindfulness, is dead at 88",33,146,409,https://pbs.twimg.com/media/EMfSfqkXUAQ8f9r?format=jpg&name=small,,,1
40,1.0,CNN Breaking News,"Dec 23, 2019",Boeing CEO Dennis Muilenburg resigns after a tumultuous year in which the 737 Max plane and Starliner spacecraft encountered numerous issues,253,845,1K,https://pbs.twimg.com/media/EMem7YeX0AMuCWO?format=jpg&name=small,,,1
41,1.0,CNN Breaking News,"Dec 23, 2019","Five people have been sentenced to death in connection with the murder of journalist Jamal Khashoggi, Saudi state media says",184,227,649,https://pbs.twimg.com/media/EMd2AXsXYAAjwR6?format=jpg&name=small,,,1
42,1.0,CNN Breaking News,"Dec 23, 2019","The death toll from New Zealand's White Island volcano eruption earlier this month has risen to 17 after another person died Sunday, police said",49,225,564,https://pbs.twimg.com/media/EMblc2_WkAAWe5j?format=jpg&name=small,,,1
43,1.0,CNN Breaking News,"Dec 22, 2019",Texas police are searching for a suspect accused of shooting a barber over his 13-year-old son's haircut,228,495,575,https://pbs.twimg.com/media/EManq_EXkAMgK2s?format=jpg&name=small,,,1
44,1.0,CNN Breaking News,"Dec 22, 2019","Police in St. Paul, Minnesota, are investigating a break-in at a mosque as a possible hate crime",69,94,201,https://pbs.twimg.com/media/EMaZu5pWsAAsAEE?format=jpg&name=small,,,1
45,1.0,CNN Breaking News,"Dec 22, 2019","Between 35 and 45 vehicles crashed in a chain reaction due to fog and ice on I-64 in eastern Virginia, authorities say",106,583,964,https://pbs.twimg.com/media/EMaAUs6W4AE-lwO?format=jpg&name=small,,,1
46,1.0,CNN Breaking News,"Dec 22, 2019","Boeing's Starliner spacecraft makes a soft touch down in the desert of New Mexico, marking the end of a tense two-day effort to return the vehicle to Earth",46,106,498,https://pbs.twimg.com/media/EMZLjHyWsAI7UyA?format=jpg&name=small,,,1
47,1.0,CNN Breaking News,"Dec 22, 2019","At least 13 people were shot at a residence in Chicago, police say",121,251,327,https://pbs.twimg.com/media/EMZJ0imXkAA5XFe?format=jpg&name=small,,,1
48,1.0,CNN Breaking News,"Dec 22, 2019","Notre Dame Cathedral will not hold Christmas services for the first time in more than 200 years, after a fire devastated the Paris landmark in April",65,353,838,https://pbs.twimg.com/media/EMZD2D_WsAAwFXC?format=jpg&name=small,,,1
49,1.0,CNN Breaking News,"Dec 22, 2019","A green slime that oozed onto a Detroit interstate, stopping traffic, has been found to be a cancer-causing chemical that leaked from the basement of a local business",938,7.7K,8.5K,https://pbs.twimg.com/media/EMXECDcXUAA4E2t?format=jpg&name=small,,,1
50,1.0,CNN Breaking News,"Dec 22, 2019","At least 21 people were killed when a bus and truck crashed near the town of Gualán, Guatemala, officials said",39,97,251,https://pbs.twimg.com/media/EMWhMkNXYAMX5yB?format=jpg&name=small,,,1
51,1.0,CNN Breaking News,"Dec 22, 2019",Satellite images show new work being done at a North Korean military site linked to the production of ICBMs,83,214,379,https://pbs.twimg.com/media/EMWesfPWsAAWosJ?format=jpg&name=small,,,1
52,1.0,CNN Breaking News,"Dec 21, 2019","A woman was killed and another severely injured in what the Houston Police Department called a ""vicious dog attack""",107,146,322,,,,1
53,1.0,A woman was killed and another injured in a dog attack in Houston,,"A woman was killed and another severely injured in what the Houston Police Department called a ""vicious dog attack""",107,146,322,,,,1
54,1.0,"One woman was killed and another ""severely injured"" Saturday morning in what the Houston Police Department called a ""vicious dog attack.""",,"A woman was killed and another severely injured in what the Houston Police Department called a ""vicious dog attack""",107,146,322,,,,1
55,1.0,cnn.com,,"A woman was killed and another severely injured in what the Houston Police Department called a ""vicious dog attack""",107,146,322,,,,1
56,1.0,CNN Breaking News,"Dec 21, 2019","Two freight cars fell into the Potomac River near Harpers Ferry, WV, early Saturday when part of a Maryland-bound train derailed, a CSX spokesman says",32,150,263,https://pbs.twimg.com/media/EMVZgs1XYAYvJLf?format=jpg&name=small,,,1
57,1.0,CNN Breaking News,"Dec 21, 2019",A 33-year-old man was charged with arson and other crimes after officials say he broke into a Yeshiva University dorm in New York and used matches intended for a Hanukkah menorah to set fires in the building,130,176,262,https://pbs.twimg.com/media/EMRXh6bWoAAJ3K8?format=jpg&name=small,,,1
58,1.0,CNN Breaking News,"Dec 21, 2019",A body found in Houston has been identified as missing Austin woman Heidi Broussard. Officials say she was strangled in the trunk of a car.,58,108,240,https://pbs.twimg.com/media/EMRO2NxXsAAfdOg?format=jpg&name=small,,,1
59,1.0,CNN Breaking News,"Dec 20, 2019","NASCAR legend Junior Johnson, who won 50 races as a driver and six top-level championships as an owner, has died at age 88",37,145,421,https://pbs.twimg.com/media/EMRAXMkX0AEmFcq?format=jpg&name=small,,,1
60,1.0,CNN Breaking News,"Dec 20, 2019","Police believe they found the body of missing Austin, Texas, woman Heidi Broussard at a home in the Houston area. They found a baby girl thought to be Broussard's daughter alive and healthy. One person was arrested.",26,96,241,https://pbs.twimg.com/media/EMQr73wXUAA7lWM?format=jpg&name=small,,,1
61,1.0,CNN Breaking News,"Dec 20, 2019","A Texas grand jury has indicted a former police officer who fired through the window of a home, killing Atatiana Jefferson. Aaron Dean was charged with murder.",49,554,1.9K,https://pbs.twimg.com/media/EMQrF5QXkAAHg_b?format=jpg&name=small,,,1
62,1.0,CNN Breaking News,"Dec 20, 2019","The US Naval Academy and West Point say an investigation found that the hand gestures seen at the Army-Navy game were part of the ""circle game"" and not a white supremacist symbol",5.7K,3.6K,4K,https://pbs.twimg.com/media/EMQNp7hXUAA4sz7?format=jpg&name=small,,,1
63,1.0,CNN Breaking News,"Dec 20, 2019","There were no serious injuries but plenty of damage when a Carnival cruise ship ran into another as it tried to dock in Cozumel, Mexico. Passengers on a nearby ship caught the whole thing on video.",67,230,422,https://pbs.twimg.com/media/EMP3w-WXkAIEq29?format=jpg&name=small,,,1
64,1.0,CNN Breaking News,"Dec 20, 2019","The next time you fly, some of the metal detectors, X-rays and pat-downs may be relaxed for the sake of speed, says a TSA whistleblower. Watch the exclusive report tonight at 5 p.m. ET on CNN's ""The Situation Room.""",57,90,129,https://pbs.twimg.com/media/EMP1qo-WwAEC39B?format=jpg&name=small,,,1
65,1.0,CNN Breaking News,"Dec 20, 2019","Anne Sacoolas, the wife of a US diplomat, has been charged in the case of a British teenager who died in a crash",134,206,1K,https://pbs.twimg.com/media/EMPaSHIWwAIhM6f?format=jpg&name=small,,,1
66,1.0,CNN Breaking News,"Dec 20, 2019","Britain's Prince Philip has gone into the hospital over a ""pre-existing"" condition, Buckingham Palace says",55,135,315,https://pbs.twimg.com/media/EMPJlOhWsAEf_bf?format=jpg&name=small,,,1
67,1.0,CNN Breaking News,"Dec 20, 2019",Convenience store chain Wawa says malware may have collected its customers' credit card information,50,207,176,https://pbs.twimg.com/media/EMMukqfU8AEliC4?format=jpg&name=small,,,1
68,1.0,CNN Breaking News,"Dec 20, 2019","The CDC confirms 138 cases of E. coli in 25 states, with the most recent one occurring on December 1",21,137,152,https://pbs.twimg.com/media/EMMbQOeW4AEF26P?format=jpg&name=small,,,1
69,1.0,CNN Breaking News,"Dec 20, 2019",A new civil lawsuit against Harvey Weinstein alleges he sexually assaulted a 16-year-old girl in 2002,51,112,266,https://pbs.twimg.com/media/EMMZlhDU8AIF6uE?format=jpg&name=small,,,1
70,1.0,CNN Breaking News,"Dec 19, 2019",The Senate voted overwhelmingly to confirm US special representative for North Korea Stephen Biegun as the next deputy secretary of state,23,52,181,https://pbs.twimg.com/media/EML3PTTXsAYfwdw?format=jpg&name=small,,,1
71,1.0,CNN Breaking News,"Dec 19, 2019",The Senate approves two packages that make up a nearly $1.4 trillion deal to avert a government shutdown,26,80,200,https://pbs.twimg.com/media/EMLqGXIW4AABgWg?format=jpg&name=small,,,1
72,1.0,CNN Breaking News,"Dec 19, 2019","A Pineapple Express atmospheric river is moving in on the US West Coast, with Oregon and Washington expected to see the worst of the storm",86,297,425,https://pbs.twimg.com/media/EMKPIzmXUAcwwbF?format=jpg&name=small,,,1
73,1.0,CNN Breaking News,"Dec 19, 2019","Senate Majority Leader McConnell says the House did something no other Congress has ever done — impeached a President who hasn't ""committed an actual crime""",978,564,1.4K,https://pbs.twimg.com/media/EMKOahRWsAAoqIs?format=jpg&name=small,,,1
74,1.0,CNN Breaking News,"Dec 19, 2019",Senate Majority Leader Mitch McConnell says he will speak on the Senate floor tomorrow morning about the impeachment of President Trump,429,225,569,https://pbs.twimg.com/media/EMHnrmwX0AAM92g?format=jpg&name=small,,,1
75,1.0,CNN Breaking News,"Dec 19, 2019",House Speaker Nancy Pelosi would not commit tonight on sending the articles of impeachment to the Senate,355,329,1.4K,https://pbs.twimg.com/media/EMHgFVHXUAEyTB5?format=jpg&name=small,,,1
76,1.0,CNN Breaking News,"Dec 19, 2019","Democratic presidential candidate Rep. Tulsi Gabbard of Hawaii voted ""present"" on both articles of impeachment against President Trump and slammed the process as politically motivated",1.2K,1K,2.9K,https://pbs.twimg.com/media/EMHcdowWsAAZosu?format=jpg&name=small,,,1
77,1.0,CNN Breaking News,"Dec 19, 2019",President Trump has acknowledged the vote to impeach him while on stage at his Michigan rally. Follow live updates:,165,196,616,https://pbs.twimg.com/media/EMHZdaKW4AEMBpI?format=jpg&name=small,,,1
78,1.0,CNN Breaking News,"Dec 19, 2019",The second impeachment charge of obstruction of Congress passes the House. Follow live updates:,647,694,3K,https://pbs.twimg.com/media/EMHUEL4XUAArKyX?format=jpg&name=small,,,1
79,1.0,CNN Breaking News,"Dec 19, 2019","The House approves an abuse of power charge, making Trump the third president in American history to be impeached. Follow live updates:",831,6.1K,14.1K,https://pbs.twimg.com/media/EMHNuO1WoAAFkWt?format=jpg&name=small,,,1
80,1.0,CNN Breaking News,"Dec 19, 2019",Lawmakers in the House have begun voting on two articles of impeachment against President Trump. Follow live updates:,87,186,627,https://pbs.twimg.com/media/EMHJrumXUAUKA5A?format=jpg&name=small,,,1
81,1.0,CNN Breaking News,"Dec 19, 2019","Indian police in New Delhi and Bengaluru have denied permission for civil marches set for Thursday, after protests against a controversial new citizenship law turned violent in recent days",24,89,148,https://pbs.twimg.com/media/EMHFpOAWsAEpGlo?format=jpg&name=small,,,1
82,1.0,CNN Breaking News,"Dec 18, 2019","Uber has agreed to a $4.4 million settlement with the US Equal Employment Opportunity Commission over sexual discrimination charges, the agency announced",8,97,220,https://pbs.twimg.com/media/EMGp_QtXkAI4bN0?format=jpg&name=small,,,1
83,1.0,CNN Breaking News,"Dec 18, 2019","White House counselor Kellyanne Conway says Trump doesn't see impeachment as a ""stain"" on his legacy",992,205,578,https://pbs.twimg.com/media/EMGae3RXsAIfo-n?format=jpg&name=small,,,1
84,1.0,CNN Breaking News,"Dec 18, 2019",McConnell to announce Senate trial date by the end of the week,86,84,197,https://pbs.twimg.com/media/EMF9NRBXkAA96E0?format=jpg&name=small,,,1
85,1.0,CNN Breaking News,"Dec 18, 2019",US and South Korea fail to reach cost sharing agreement for US troops,42,94,182,https://pbs.twimg.com/media/EMFxfkHX0AEWByx?format=jpg&name=small,,,1
86,1.0,CNN Breaking News,"Dec 18, 2019",Tekashi 6ix9ine gets two years in a federal case that saw him testify against fellow Bloods gang members,129,330,703,https://pbs.twimg.com/media/EMFn0hSXsAEEPsz?format=jpg&name=small,,,1
87,1.0,CNN Breaking News,"Dec 18, 2019",The Trump administration proposes additional mandatory limits for asylum seekers,48,71,155,https://pbs.twimg.com/media/EMFliDxXUAA8JLT?format=jpg&name=small,,,1
88,1.0,CNN Breaking News,"Dec 18, 2019",The DOJ's inspector general says the FBI should have considered whether to end surveillance of Trump campaign aide Carter Page far earlier than it did,64,96,229,https://pbs.twimg.com/media/EMFeoEZXYAY9DgH?format=jpg&name=small,,,1
89,1.0,CNN Breaking News,"Dec 18, 2019","The House passes the rule for debating the articles of impeachment, with debate expected to begin in just moments. Follow live updates:",52,152,454,https://pbs.twimg.com/media/EMFbZ2oWoAEXRvS?format=jpg&name=small,,,1
90,1.0,CNN Breaking News,"Dec 18, 2019",Sen. Lindsey Graham says he will reach out to Rudy Giuliani to testify before the Senate trial on impeachment if he has something he wants to share about corruption,362,218,566,https://pbs.twimg.com/media/EMFbDJ_XYAU9-Si?format=jpg&name=small,,,1
91,1.0,CNN Breaking News,"Dec 18, 2019","House Speaker Nancy Pelosi answers ""sad"" when asked how she is feeling on the way to the House floor ahead of the impeachment vote. Follow live updates:",316,197,1K,https://pbs.twimg.com/media/EMFJJGKXkAEtPMe?format=jpg&name=small,,,1
92,1.0,CNN Breaking News,"Dec 18, 2019",House lawmakers debate ahead of historic impeachment votes centered on a three-month probe into allegations against Trump. Follow live updates:,126,89,270,https://pbs.twimg.com/media/EMExLbXXUAgKgd3?format=jpg&name=small,,,1
93,1.0,CNN Breaking News,"Dec 18, 2019","The State Department plans to dramatically downsize the number of American personnel in Iraq, according to a memo sent to the Senate Foreign Relations Committee",45,80,161,https://pbs.twimg.com/media/EMB-VAiWkAATfFb?format=jpg&name=small,,,1
94,1.0,CNN Breaking News,"Dec 18, 2019","The kidnapping of a 16-year-old girl in The Bronx on Monday night was staged, according to a law enforcement source with knowledge of the investigation",149,345,454,https://pbs.twimg.com/media/EMB1Ng4XkAEqm90?format=jpg&name=small,,,1
95,1.0,CNN Breaking News,"Dec 17, 2019","Two young siblings who vanished from their front yard in Jacksonville, Florida, have been found safe, officials say",50,302,2.3K,,,,1
96,1.0,CNN Breaking News,"Dec 17, 2019","Karol Sanchez, a 16-year-old who was kidnapped by a group of men in the Bronx on Monday night, has been found safe and unharmed, the NYPD announced",152,724,4K,https://pbs.twimg.com/media/EMA6Lp-WsAAcFWa?format=jpg&name=small,,,1
97,1.0,CNN Breaking News,"Dec 17, 2019","Ex-Trump campaign aide Rick Gates, who flipped on the President in the Mueller probe, is sentenced to 45 days in jail and three years probation",76,197,461,https://pbs.twimg.com/media/EMAQKl9XsAAev9-?format=jpg&name=small,,,1
98,1.0,CNN Breaking News,"Dec 17, 2019",Senate Majority Leader Mitch McConnell rejects calls from Senate Minority Leader Chuck Schumer to allow witnesses at an expected Senate impeachment trial,431,257,499,https://pbs.twimg.com/media/EMAHFRLW4AAUjsL?format=jpg&name=small,,,1
99,1.0,CNN Breaking News,"Dec 18, 2019",House lawmakers debate ahead of historic impeachment votes centered on a three-month probe into allegations against Trump. Follow live updates:,126,89,270,https://pbs.twimg.com/media/EMExLbXXUAgKgd3?format=jpg&name=small,,,1
100,1.0,CNN Breaking News,"Dec 18, 2019","The State Department plans to dramatically downsize the number of American personnel in Iraq, according to a memo sent to the Senate Foreign Relations Committee",45,80,161,https://pbs.twimg.com/media/EMB-VAiWkAATfFb?format=jpg&name=small,,,1
101,1.0,CNN Breaking News,"Dec 18, 2019","The kidnapping of a 16-year-old girl in The Bronx on Monday night was staged, according to a law enforcement source with knowledge of the investigation",149,345,454,https://pbs.twimg.com/media/EMB1Ng4XkAEqm90?format=jpg&name=small,,,1
102,1.0,CNN Breaking News,"Dec 17, 2019","Two young siblings who vanished from their front yard in Jacksonville, Florida, have been found safe, officials say",50,302,2.3K,https://pbs.twimg.com/media/EMBepYkWoAAhis0?format=jpg&name=small,,,1
103,1.0,CNN Breaking News,"Dec 17, 2019","Karol Sanchez, a 16-year-old who was kidnapped by a group of men in the Bronx on Monday night, has been found safe and unharmed, the NYPD announced",152,724,4K,https://pbs.twimg.com/media/EMA6Lp-WsAAcFWa?format=jpg&name=small,,,1
104,1.0,CNN Breaking News,"Dec 17, 2019","Ex-Trump campaign aide Rick Gates, who flipped on the President in the Mueller probe, is sentenced to 45 days in jail and three years probation",76,197,461,https://pbs.twimg.com/media/EMAQKl9XsAAev9-?format=jpg&name=small,,,1
105,1.0,CNN Breaking News,"Dec 17, 2019",Senate Majority Leader Mitch McConnell rejects calls from Senate Minority Leader Chuck Schumer to allow witnesses at an expected Senate impeachment trial,431,257,499,https://pbs.twimg.com/media/EMAHFRLW4AAUjsL?format=jpg&name=small,,,1
106,1.0,CNN Breaking News,"Dec 17, 2019",The House Rules Committee meets to set the parameters for tomorrow's expected full vote on the articles of impeachment. Follow live updates:,43,66,214,https://pbs.twimg.com/media/EMAG1KZWwAErys7?format=jpg&name=small,,,1
107,1.0,CNN Breaking News,"Dec 17, 2019",Former Pakistan President and military ruler Pervez Musharraf has been sentenced to death in absentia for high treason following a six-year legal case,98,239,427,https://pbs.twimg.com/card_img/1330277418620301313/S175UVVU?format=jpg&name=small,https://pbs.twimg.com/card_img/1330277418620301313/S175UVVU?format=jpg&name=small,https://t.co/qL0MgrAwTO?amp=1,1
108,1.0,Former Pakistan military ruler sentenced to death for high treason,,Former Pakistan President and military ruler Pervez Musharraf has been sentenced to death in absentia for high treason following a six-year legal case,98,239,427,https://pbs.twimg.com/card_img/1330277418620301313/S175UVVU?format=jpg&name=small,https://pbs.twimg.com/card_img/1330277418620301313/S175UVVU?format=jpg&name=small,https://t.co/qL0MgrAwTO?amp=1,1
109,1.0,Former Pakistan President and military ruler Pervez Musharraf has been sentenced to death in absentia for high treason following a six-year legal case.,,Former Pakistan President and military ruler Pervez Musharraf has been sentenced to death in absentia for high treason following a six-year legal case,98,239,427,https://pbs.twimg.com/card_img/1330277418620301313/S175UVVU?format=jpg&name=small,https://pbs.twimg.com/card_img/1330277418620301313/S175UVVU?format=jpg&name=small,https://t.co/qL0MgrAwTO?amp=1,1
110,1.0,cnn.com,,Former Pakistan President and military ruler Pervez Musharraf has been sentenced to death in absentia for high treason following a six-year legal case,98,239,427,https://pbs.twimg.com/card_img/1330277418620301313/S175UVVU?format=jpg&name=small,https://pbs.twimg.com/card_img/1330277418620301313/S175UVVU?format=jpg&name=small,https://t.co/qL0MgrAwTO?amp=1,1
111,1.0,CNN Breaking News,"Dec 17, 2019","A Russian spy ship sailing in international waters off the coast of South Carolina and Florida is operating in what two US officials describe as an ""unsafe manner""",433,965,1.3K,https://pbs.twimg.com/media/EL8mzy2XYAMhiYk?format=jpg&name=small,,,1
