"listing_value","tweets_Name","tweets_Date","tweets_Text","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Apr 3, 2014","Woman, 63, presumed to have been ""taken"" by large shark while swimming off coast of Australia, police tell CNN.","110","628","318","","","","1"
"","CNN Breaking News","Apr 3, 2014","Wife of Fort Hood shooter Ivan Lopez is cooperating with law enforcement, FBI official tells CNN.","30","286","202","","","","1"
"","CNN Breaking News","Apr 3, 2014","Multiple sources in law enforcement and government have identified the Fort Hood gunman as Specialist Ivan Lopez.","17","257","119","","","","1"
"","CNN Breaking News","Apr 3, 2014","is ""the most difficult in human history,"" Australian PM says.","81","419","241","","","","1"
"","CNN Breaking News","Apr 3, 2014","says.","47","722","273","","","","1"
"","CNN Breaking News","Apr 3, 2014","says, day after 8.2 quake rocked region.","100","1.3K","331","","","","1"
"","CNN Breaking News","Apr 3, 2014","was not registered on base as required, Lt. Gen. Milley says.","36","188","123","","","","1"
"","CNN Breaking News","Apr 3, 2014","Lt. Gen. Milley could not ID suspect but said he was an Army soldier who served 4 months in Iraq in 2011.","23","128","72","","","","1"
"","CNN Breaking News","Apr 3, 2014",", Lt. Gen. Milley says.","14","107","78","","","","1"
"","CNN Breaking News","Apr 3, 2014","suspect ""had behavioral health and mental health"" issues.","44","175","84","","","","1"
"","CNN Breaking News","Apr 3, 2014",", Gen. Milley says.","30","511","126","","","","1"
"","CNN Breaking News","Apr 3, 2014","#FortHoodShooting","23","240","122","","","","1"
"","CNN Breaking News","Apr 3, 2014","#FortHoodShooting","4","93","74","","","","1"
"","CNN Breaking News","Apr 3, 2014","Fort Hood lockdown lifted, military personnel at the post's front gate say.","25","188","139","","","","1"
"","CNN Breaking News","Apr 3, 2014","Officials: Fort Hood suspect had semiautomatic handgun and wore battle fatigues.","57","211","109","","","","1"
"","CNN Breaking News","Apr 3, 2014","""Fort Hood has proven its resilience before and will again,"" said Texas Gov. Rick Perry.","34","179","175","","","","1"
"","CNN Breaking News","Apr 3, 2014","Four patients wounded in the shooting at Fort Hood are being treated at Scott & White Hospital, an official said.","23","214","159","","","","1"
"","CNN Breaking News","Apr 3, 2014","There are multiple fatalities in the Fort Hood shooting, including the shooter, officials say.","64","506","180","","","","1"
"","CNN Breaking News","Apr 3, 2014","Defense Secretary Chuck Hagel said there are “both people killed and injured” as a result of the Fort Hood shooting.","9","207","93","","","","1"
"","CNN Breaking News","Apr 3, 2014","President Barack Obama told reporters that he was heartbroken over the shooting incident at Fort Hood.","45","223","166","","","","1"
"","CNN Breaking News","Apr 3, 2014","An initial report indicates the shooting at Fort Hood started as a soldier-on-soldier attack, sources said.","30","430","121","","","","1"
"","CNN Breaking News","Apr 2, 2014","A shooter involved in the Fort Hood incident is dead, according to multiple U.S. officials.","43","1K","295","","","","1"
"","CNN Breaking News","Apr 2, 2014","Fort Hood has released a statement confirming a shooting and reporting injuries at the installation.","33","557","136","","","","1"
"","CNN Breaking News","Apr 2, 2014","Everyone urged to ""shelter in place"" amid active-shooter incident, Fort Hood's Twitter feed said.","23","377","130","","","","1"
"","CNN Breaking News","Apr 2, 2014","There is a ""serious"" active shooter situation at Fort Hood, a source at the base told CNN.","80","1.1K","224","","","","1"
"","CNN Breaking News","Apr 2, 2014","Strict building codes spurred by history of violent tremors probably saved Chilean lives, observers say.","13","173","176","","","","1"
"","CNN Breaking News","Apr 2, 2014","Scientists confirm California quakes are unrelated to the 8.2-magnitude earthquake that struck Chile.","46","297","178","","","","1"
"","CNN Breaking News","Apr 2, 2014","Nearly 928,000 people evacuated after yesterday's 8.2 magnitude quake, Chilean official says.","25","372","132","","","","1"
"","CNN Breaking News","Apr 2, 2014","Mayor: Over 2,500 homes seriously damaged in Chilean region closest to 8.2 magnitude quake.","18","303","110","","","","1"
"","CNN Breaking News","Apr 2, 2014","Stolen Gauguin and Bonnard paintings recovered after hanging in Italian home for decades.","28","519","463","https://pbs.twimg.com/media/BkOoC1qCcAAHkx2?format=jpg&name=small","","","1"
"","CNN Breaking News","Apr 2, 2014","Death toll in Washington state landslide rises to 29.","5","143","61","","","","1"
"","CNN Breaking News","Apr 2, 2014","Supreme Court strikes down limits on total amount individuals can donate to political campaigns.","133","338","135","","","","1"
"","CNN Breaking News","Apr 2, 2014","passengers suspected in any hijacking, sabotage.","74","341","209","","","","1"
"","CNN Breaking News","Apr 2, 2014","Italian navy rescues 730 migrants in overcrowded boats off Sicily.","21","182","152","","","","1"
"","CNN Breaking News","Apr 2, 2014","At least 1 person killed and 3 wounded after pair of explosions at Cairo University, Egypt's state-run TV reports.","10","193","81","","","","1"
"","CNN Breaking News","Apr 2, 2014","Sources: Malaysia Airlines pilots get new security rules, including no pilot or first officer to be alone in cockpit.","30","275","135","","","","1"
"","CNN Breaking News","Apr 2, 2014","D.C. Mayor Vince Gray conceded defeat to D.C. council member Muriel Bowser in district's Democratic primary.","9","109","83","","","","1"
"","CNNPolitics - Political News, Analysis and Opinion","","D.C. Mayor Vince Gray conceded defeat to D.C. council member Muriel Bowser in district's Democratic primary.","9","109","83","","","","1"
"","Politics at CNN has news, opinion and analysis of American and global politics Find news and video about elections, the White House, the U.N and much more.","","D.C. Mayor Vince Gray conceded defeat to D.C. council member Muriel Bowser in district's Democratic primary.","9","109","83","","","","1"
"","cnn.com","","D.C. Mayor Vince Gray conceded defeat to D.C. council member Muriel Bowser in district's Democratic primary.","9","109","83","","","","1"
"","CNN Breaking News","Apr 2, 2014","All tsunami warnings and watches in the Pacific canceled, including for Chile and Peru.","64","878","426","","","","1"
"","CNN Breaking News","Apr 2, 2014","Interior minister: 5 deaths reported in 8.2-magnitude earthquake that hit off coast of northern Chile.","40","756","196","","","","1"
"","CNN Breaking News","Apr 2, 2014","Pacific Tsunami Warning Center director: ""Still evaluating"" whether to issue tsunami warning for Hawaii.","38","683","255","","","","1"
"","CNN Breaking News","Apr 2, 2014","investigation classified as criminal, The Wall Street Journal reports.","61","537","263","","","","1"
"","CNN Breaking News","Apr 2, 2014","Tsunami warning and watches canceled for all countries except Chile and Peru.","62","1K","306","","","","1"
"","Powerful earthquake strikes off Chile","","Tsunami warning and watches canceled for all countries except Chile and Peru.","62","1K","306","","","","1"
"","A live event using ScribbleLive","","Tsunami warning and watches canceled for all countries except Chile and Peru.","62","1K","306","","","","1"
"","cnnworldlive.cnn.com","","Tsunami warning and watches canceled for all countries except Chile and Peru.","62","1K","306","","","","1"
"","CNN Breaking News","Apr 2, 2014","Chilean official: Small landslide, no reports of deaths or major damage to houses after earthquake.","27","545","214","","","","1"
"","Powerful earthquake strikes off Chile","","Chilean official: Small landslide, no reports of deaths or major damage to houses after earthquake.","27","545","214","","","","1"
"","A live event using ScribbleLive","","Chilean official: Small landslide, no reports of deaths or major damage to houses after earthquake.","27","545","214","","","","1"
"","cnnworldlive.cnn.com","","Chilean official: Small landslide, no reports of deaths or major damage to houses after earthquake.","27","545","214","","","","1"
"","CNN Breaking News","Apr 2, 2014","Chile earthquake: At least 4 aftershocks of magnitude 5.0 and higher have been reported.","29","995","251","","","","1"
"","Powerful earthquake strikes off Chile","","Chile earthquake: At least 4 aftershocks of magnitude 5.0 and higher have been reported.","29","995","251","","","","1"
"","A live event using ScribbleLive","","Chile earthquake: At least 4 aftershocks of magnitude 5.0 and higher have been reported.","29","995","251","","","","1"
"","cnnworldlive.cnn.com","","Chile earthquake: At least 4 aftershocks of magnitude 5.0 and higher have been reported.","29","995","251","","","","1"
"","CNN Breaking News","Apr 2, 2014","USGS upgrades Chile quake to 8.2. Tsunami warning and watch in place for the following countries","263","7.2K","1.3K","https://pbs.twimg.com/media/BkLZCUXCEAAR9-Z?format=png&name=small","","","1"
"","CNN Breaking News","Apr 2, 2014","Chile's National Emergency Office asks everyone to evacuate country's coastline after potential tsunami.","54","1.4K","266","","","","1"
"","CNN Breaking News","Apr 2, 2014","8.0-magnitude earthquake strikes off the coast of Chile. Tsunami warning in effect for Chile, Peru and Ecuador.","163","4.8K","711","","","","1"
"","CNN Breaking News","Apr 1, 2014","""There are still no death panels, Armageddon has not arrived,"" President Obama calls out ACA critics.","56","271","216","","","","1"
"","CNN Breaking News","Apr 1, 2014","Obama says 7.1 million people have signed up for Obamacare. Watch live.","60","157","141","","","","1"
"","CNN Breaking News","Apr 1, 2014","Watch live as President Obama makes a statement about the Affordable Care Act.","23","74","55","","","","1"
"","CNN Breaking News","Apr 1, 2014","Kerry on Israel-Palestinian peace talks: Abbas ""has given his word to me"" that he'll negotiate through April.","18","75","59","","","","1"
"","CNN Breaking News","Apr 1, 2014","Kerry: U.S. still engaged with Israel, Palestinians ""to find the best way forward"" in peace negotiations.","14","57","42","","","","1"
"","CNN Breaking News","Apr 1, 2014","Kerry on Israeli-Palestinian talks: No deal yet reached on any prisoners.","5","41","36","","","","1"
"","CNN Breaking News","Apr 1, 2014","Just over 7 million people have signed up for Obamacare, White House says.","76","215","168","","","","1"
"","CNN Breaking News","Apr 1, 2014","Back injury forcing Tiger Woods to miss Masters.","53","206","96","","","","1"
"","Tiger Woods Will Not Play at 2014 Masters Due to Back Injury","","Back injury forcing Tiger Woods to miss Masters.","53","206","96","","","","1"
"","Four-time Masters champion Tiger Woods will not play in the 2014 major tournament because of a nagging back injury...","","Back injury forcing Tiger Woods to miss Masters.","53","206","96","","","","1"
"","bleacherreport.com","","Back injury forcing Tiger Woods to miss Masters.","53","206","96","","","","1"
"","CNN Breaking News","Apr 1, 2014","NATO says it's suspending all ""practical civilian and military cooperation"" with Russia.""","20","280","123","","","","1"
"","CNN Breaking News","Apr 1, 2014","Official death toll in Washington state landslide rises to 27. Twenty-two are missing.","15","156","52","","","","1"
"","CNN Breaking News","Apr 1, 2014","at 4:15 p.m. today, White House says.","53","173","138","","","","1"
"","CNN Breaking News","Apr 1, 2014","Kerry returning to Israel and West Bank tomorrow amid efforts to save Israeli-Palestinian peace negotiations.","18","87","65","","","","1"
"","CNN Breaking News","Apr 1, 2014","NATO chief Rasmussen says he sees no sign of Russia withdrawing troops from Ukraine border.","21","198","68","","","","1"
"","CNN Breaking News","Apr 1, 2014","Obamacare now on track to hit original White House target of 7 million signups by deadline,","88","290","200","","","","1"
"","CNN Breaking News","Apr 1, 2014","Jonathan Pollard, spy for Israel, could go free as part of emerging Middle East peace deal.","16","100","75","","","","1"
"","CNN Breaking News","Apr 1, 2014","S.Korea's Asiana Airlines said Tuesday that pilot error was partly to blame for the deadly crash of Flight 214 in San Francisco in 2013.","17","115","96","","","","1"
"","CNN Breaking News","Apr 1, 2014","Chinese ships checked and ruled out 11 spots in southern Indian Ocean where suspicious objects had been spotted, state media says.","32","288","136","","","","1"
"","CNN Breaking News","Apr 1, 2014","Russian energy giant Gazprom announced sharp increase in price it charges Ukraine for natural gas, Russian state news agency reported.","45","323","108","","","","1"
"","CNN Breaking News","Apr 1, 2014","Unmanned drone crashed on S.Korean island near disputed border with N.Korea, S.Korea defense ministry said.","19","212","92","","","","1"
"","CNN Breaking News","Apr 1, 2014","""could drag on for a very long time,"" Australian official said.","99","306","158","","","","1"
"","CNN Breaking News","Apr 1, 2014",". Watch now on CNN.","43","141","117","","","","1"
"","CNN Breaking News","Apr 1, 2014","Sources: U.S., Israel discuss possible release of spy Jonathan Pollard in bid to save peace talks.","23","122","93","","","","1"
"","CNN Breaking News","Apr 1, 2014","New information from Washington state about number of people missing, dead after landslide.","11","102","75","","","","1"
"","CNN Breaking News","Apr 1, 2014","A member of the group that seized the American Embassy in 1979 seeks to be Iran’s ambassador to the United Nations.","52","339","149","","","","1"
"","CNN Breaking News","Mar 31, 2014","An Idaho man who wanted to ""take out Obama"" received a 25-year prison sentence Monday.","68","461","305","","","","1"
"","CNN Breaking News","Mar 31, 2014","resumes. Here’s who is helping and how.","398","3.6K","1.5K","https://pbs.twimg.com/media/BkF2Ew5CQAAvZCD?format=jpg&name=small","","","1"
"","CNN Breaking News","Mar 31, 2014","The death toll of the Washington state landslide rose Monday to 24 people, authorities said.","10","129","92","","","","1"
"","CNN Breaking News","Mar 31, 2014","Defense attorney ""grateful"" for reversal of Michelle Byrom’s capital murder conviction.","3","44","75","","","","1"
"","CNN Breaking News","Mar 31, 2014","U.S. Defense Secretary Chuck Hagel says North Korea “needs to stop” provocative moves.","50","170","129","","","","1"
"","CNN Breaking News","Mar 31, 2014","General Motors is recalling another 1.3 million vehicles that may experience sudden loss of electric power steering.","30","337","138","","","","1"
"","CNN Breaking News","Mar 31, 2014","A blast that killed at least 6 in Kenya appears to be a “deliberate attack,” according to a Red Cross official.","14","201","74","","","","1"
"","CNN Breaking News","Mar 31, 2014","Mississippi court grants death row inmate Michelle Byrom a new trial.","30","227","176","https://pbs.twimg.com/media/BkFNunRCEAEuhUv?format=jpg&name=small","","","1"
"","CNN Breaking News","Mar 31, 2014","U.S. requiring most new vehicles to have rear-facing cameras by May 2018.","68","479","279","","","","1"
"","U.S. require new cars to have backup cameras","","U.S. requiring most new vehicles to have rear-facing cameras by May 2018.","68","479","279","","","","1"
"","Automakers will be required to install rear-facing cameras in most new vehicles by May 2018, a federal agency announced Monday.","","U.S. requiring most new vehicles to have rear-facing cameras by May 2018.","68","479","279","","","","1"
"","money.cnn.com","","U.S. requiring most new vehicles to have rear-facing cameras by May 2018.","68","479","279","","","","1"
"","CNN Breaking News","Mar 31, 2014","Putin pulling some troops back from Ukraine border, Germany says.","25","186","150","","","","1"
"","CNN Breaking News","Mar 31, 2014","Kate O'Mara, 'Dynasty' and 'Doctor Who' actress, dies at 74.","23","124","78","","","","1"
"","CNN Breaking News","Mar 31, 2014","Kerry heading to Israel for Mideast peace talks.","33","114","84","","","","1"
"","CNN Breaking News","Mar 31, 2014","U.N. court orders Japan to halt whale hunt.","118","1K","765","","","","1"
"","CNN Breaking News","Mar 31, 2014","search efforts, Malaysian official says.","23","120","79","","","","1"
"","CNN Breaking News","Mar 31, 2014",". Watch now on CNN.","26","127","90","","","","1"
"","CNN Breaking News","Mar 31, 2014","turned out to be fishing equipment, Australian officials said.","75","536","135","","","","1"
"","CNN Breaking News","Mar 31, 2014","Former Pakistani President Pervez Musharraf indicted in Islamabad, charged with high treason.","29","306","173","","","","1"
"","CNN Breaking News","Mar 31, 2014","search.","27","163","136","","","","1"
"","CNN Breaking News","Mar 31, 2014","North and South Korea exchanged fire across maritime border, S.Korea's semi-official Yonhap news agency said.","202","2.3K","541","","","","1"
"","CNN Breaking News","Mar 31, 2014","Suspect in Craigslist slaying told newspaper she killed in N.C., Florida and Alaska.","100","689","400","https://pbs.twimg.com/media/BkBbc8JCAAAY8W3?format=jpg&name=small","","","1"
"","CNN Breaking News","Mar 31, 2014","A senior Bloomberg News editor leaves the company, saying “top brass” mishandled sensitive China story.","18","143","114","","","","1"
"","CNN Breaking News","Mar 31, 2014","Washington landslide death toll rises to 21; 4 more bodies located but not yet recovered.","17","170","117","","","","1"
"","CNN Breaking News","Mar 31, 2014","#MH370","27","209","143","","","","1"
"","CNN Breaking News","Mar 31, 2014","There is little time left to rein in climate change, a U.N. panel concludes.","85","405","215","","","","1"
"","CNN Breaking News","Mar 30, 2014","Secretary of State Kerry says Russia did not agree to move troops from Ukraine border.","63","289","121","","","","1"
"","CNN Breaking News","Mar 30, 2014","After talks with his Russian counterpart, John Kerry said “No decisions about Ukraine without Ukraine.”","31","217","171","","","","1"
"","CNN Breaking News","Mar 30, 2014","The Australian Maritime Safety Authority confirms the search for MH370 has resumed with the help of 10 aircraft from 7 nations.","29","241","200","","","","1"
"","CNN Breaking News","Mar 30, 2014","No. 7-seed UConn upsets No. 4 Michigan State to make the men's Final Four.","34","309","349","","","","1"
"","CNN Breaking News","Mar 30, 2014","Two Spanish journalists held in Syria more than 6 months return home.","86","1.1K","1.6K","https://pbs.twimg.com/media/Bj_hnlkCUAAH1oF?format=jpg&name=small","","","1"
"","CNN Breaking News","Mar 30, 2014","Egypt's presidential elections will take place on May 26 and 27, Egyptian media report.","23","141","96","","","","1"
"","CNN Breaking News","Mar 30, 2014","demanded Sunday that Malaysia provide them with answers.","64","267","217","","","","1"
"","CNN Breaking News","Mar 30, 2014","Two Spanish journalists held more than six months in Syria are on their way home, Spain's El Mundo newspaper reports.","22","316","338","","","","1"
"","CNN Breaking News","Mar 30, 2014","Police arrest at least 10 after crowds threw objects at officers following the Wildcats' overtime loss to Wisconsin.","56","537","368","","","","1"
"","CNN Breaking News","Mar 30, 2014","arrived in Malaysia on Sunday to demand answers from officials.","69","398","305","","","","1"
"","CNN Breaking News","Mar 30, 2014","Number of people unaccounted for in Washington landslide drops to 30, official says.","20","205","180","","","","1"
"","CNN Breaking News","Mar 29, 2014","A preliminary magnitude 4.1 earthquake has been felt in southern California, USGS says.","67","530","251","","","","1"
"","CNN Breaking News","Mar 29, 2014","Duke and Duchess of Cambridge release new portrait of Prince George.","463","3.1K","5.2K","https://pbs.twimg.com/media/Bj7U9E9CUAA8cgy?format=jpg&name=small","","","1"
"","CNN Breaking News","Mar 29, 2014","Death toll from Ebola outbreak in Guinea reaches 70, health ministry says.","59","488","163","","","","1"
"","CNN Breaking News","Mar 29, 2014","search team. Video:","65","273","225","","","","1"
"","CNN Breaking News","Mar 29, 2014","One person killed and 16 injured in deadly blast in Pakistan's Balochistan province, police say.","14","135","80","","","","1"
"","CNN Breaking News","Mar 29, 2014","2 blasts erupted outside Afghanistan's election commission compound, commission employee says.","10","90","82","","","","1"
"","CNN Breaking News","Mar 29, 2014","""What they (the families) want is a commitment on our part to continue the search, and I've given that,"" Malaysian official says.","40","145","158","","","","1"
"","CNN Breaking News","Mar 29, 2014","NCAA RESULT: (4) Michigan State beats (1) Virginia 61-59","28","223","234","","","","1"
"","CNN Breaking News","Mar 29, 2014","A 5.1-magnitude earthquake hit the Los Angeles area Friday night, the USGS reported.","99","1.1K","534","","","","1"
"","CNN Breaking News","Mar 29, 2014","NCAA RESULT: (8) Kentucky beats (4) Louisville 74-69","29","313","309","","","","1"
"","CNN Breaking News","Mar 29, 2014","NCAA RESULT: (7) Connecticut beats (3) Iowa State 81-76","13","184","160","","","","1"
"","CNN Breaking News","Mar 29, 2014","NCAA RESULT: (2) Michigan beats (11) Tennessee 73-71","20","199","234","","","","1"
"","CNN Breaking News","Mar 28, 2014","Russian President Putin calls President Obama to discuss the situation in Ukraine, White House says.","56","433","260","","","","1"
"","CNN Breaking News","Mar 28, 2014","says port authority chairman resigns after report on lane controversy. Live on CNN.","26","84","77","","","","1"
"","CNNPolitics - Political News, Analysis and Opinion","","says port authority chairman resigns after report on lane controversy. Live on CNN.","26","84","77","","","","1"
"","Politics at CNN has news, opinion and analysis of American and global politics Find news and video about elections, the White House, the U.N and much more.","","says port authority chairman resigns after report on lane controversy. Live on CNN.","26","84","77","","","","1"
"","cnn.com","","says port authority chairman resigns after report on lane controversy. Live on CNN.","26","84","77","","","","1"
"","CNN Breaking News","Mar 28, 2014","Suspect in mom-son slayings surrenders after 1 day on FBI Ten Most Wanted list, source says.","55","531","439","https://pbs.twimg.com/media/Bj1CksCCAAAaZ98?format=jpg&name=small","","","1"
"","CNN Breaking News","Mar 28, 2014","Federal government to recognize Michigan same-sex marriages that happened between conflicting court rulings.","20","240","240","","","","1"
"","CNN Breaking News","Mar 28, 2014","GM halts sale of most Chevy Cruzes -- its best-selling U.S. car -- without saying why.","63","293","133","","","","1"
"","CNN Breaking News","Mar 28, 2014","search area saw multiple unidentified objects in ocean, officials say.","60","333","164","","","","1"
"","CNN Breaking News","Mar 28, 2014","Obama to Putin: ""Move back those troops"" to de-escalate Ukraine situation.","105","325","175","","","","1"
"","CNN Breaking News","Mar 28, 2014","Rep. Mike Rogers, House Intelligence Committee chairman, says he won't run for re-election.","9","78","76","","","","1"
"","CNN Breaking News","Mar 28, 2014","search area, Australian officials say.","52","384","290","","","","1"
"","CNN Breaking News","Mar 28, 2014","search, Malaysian official says.","29","136","88","","","","1"
"","CNN Breaking News","Mar 28, 2014","Malaysia will consider ""deep sea search and salvage"" after battery of flight data recorder runs out, official says.","23","189","107","","","","1"
"","CNN Breaking News","Mar 28, 2014","in Indian Ocean is ""considerable"" and conditions there ""remain challenging,"" Malaysian official says.","24","213","148","","","","1"
"","CNN Breaking News","Mar 28, 2014",". Watch live on CNN.","19","91","67","","","","1"
"","CNN Breaking News","Mar 28, 2014","Murder trial of Oscar Pistorius, who was expected to testify today, has been postponed until Monday, April 7.","27","188","93","","","","1"
"","CNN Breaking News","Mar 28, 2014","An Indian air force cargo plane crashed during a routine training mission Friday, authorities said.","16","171","69","","","","1"
"","CNN Breaking News","Mar 28, 2014","One more fatality confirmed in Wash. state mudslide, bringing official death toll to 17, county says.","16","138","83","","","","1"
"","CNN Breaking News","Mar 28, 2014","search area is closer to Australia, which will give planes more time over search site, official says.","29","235","155","","","","1"
"","CNN Breaking News","Mar 28, 2014",", Australian official says. Watch:","30","143","93","","","","1"
"","CNN Breaking News","Mar 28, 2014","""New area is based on the refined data,"" Australian official said. The search area may be readjusted as new data is analyzed.","31","173","121","","","","1"
"","CNN Breaking News","Mar 28, 2014","Authorities have not found anything they would classify as debris at new search area, Australian official. says.","101","514","230","","","","1"
"","CNN Breaking News","Mar 28, 2014",", Australian official says.","27","219","155","","","","1"
"","CNN Breaking News","Mar 28, 2014","says port authority chairman resigns after report on lane controversy. Live on CNN.","26","84","77","","","","1"
"","CNNPolitics - Political News, Analysis and Opinion","","says port authority chairman resigns after report on lane controversy. Live on CNN.","26","84","77","","","","1"
"","Politics at CNN has news, opinion and analysis of American and global politics Find news and video about elections, the White House, the U.N and much more.","","says port authority chairman resigns after report on lane controversy. Live on CNN.","26","84","77","","","","1"
"","cnn.com","","says port authority chairman resigns after report on lane controversy. Live on CNN.","26","84","77","","","","1"
"","CNN Breaking News","Mar 28, 2014","Suspect in mom-son slayings surrenders after 1 day on FBI Ten Most Wanted list, source says.","55","531","439","https://pbs.twimg.com/media/Bj1CksCCAAAaZ98?format=jpg&name=small","","","1"
"","CNN Breaking News","Mar 28, 2014","Federal government to recognize Michigan same-sex marriages that happened between conflicting court rulings.","20","240","240","","","","1"
"","CNN Breaking News","Mar 28, 2014","GM halts sale of most Chevy Cruzes -- its best-selling U.S. car -- without saying why.","63","293","133","","","","1"
"","CNN Breaking News","Mar 28, 2014","search area saw multiple unidentified objects in ocean, officials say.","60","333","164","","","","1"
"","CNN Breaking News","Mar 28, 2014","Obama to Putin: ""Move back those troops"" to de-escalate Ukraine situation.","105","325","175","","","","1"
"","CNN Breaking News","Mar 28, 2014","Rep. Mike Rogers, House Intelligence Committee chairman, says he won't run for re-election.","9","78","76","","","","1"
"","CNN Breaking News","Mar 28, 2014","search area, Australian officials say.","52","384","290","","","","1"
"","CNN Breaking News","Mar 28, 2014","search, Malaysian official says.","29","136","88","","","","1"
"","CNN Breaking News","Mar 28, 2014","Malaysia will consider ""deep sea search and salvage"" after battery of flight data recorder runs out, official says.","23","189","107","","","","1"
"","CNN Breaking News","Mar 28, 2014","in Indian Ocean is ""considerable"" and conditions there ""remain challenging,"" Malaysian official says.","24","213","148","","","","1"
"","CNN Breaking News","Mar 28, 2014",". Watch live on CNN.","19","91","67","","","","1"
"","CNN Breaking News","Mar 28, 2014","Murder trial of Oscar Pistorius, who was expected to testify today, has been postponed until Monday, April 7.","27","188","93","","","","1"
"","CNN Breaking News","Mar 28, 2014",".","13","137","129","","","","1"
"","CNN Breaking News","Mar 28, 2014","AMSA: Search for Flight 370 wreckage shifts 680 miles northeast based on a ""credible lead.""","54","231","176","","","","1"
"","CNN Breaking News","Mar 27, 2014","Obama says NATO allies must spend more on defense.","81","166","124","","","","1"
"","CNN Breaking News","Mar 27, 2014","A federal appeals court upholds tough abortion restrictions in Texas, reversing a lower court ruling.","31","119","113","","","","1"
"","CNN Breaking News","Mar 27, 2014","Judge sentences woman to 30 years after she admitted pushing her husband off a cliff.","359","1.9K","1.1K","https://pbs.twimg.com/media/Bjw6TatCQAAzmP6?format=jpg&name=small","","","1"
"","CNN Breaking News","Mar 27, 2014","A fourth person has died from injuries sustained at South by Southwest festival when a driver plowed into a crowd.","15","271","108","","","","1"
"","CNN Breaking News","Mar 27, 2014","Census data released Thursday shows the fastest-growing community in the U.S. is one for retirees.","22","139","120","","","","1"
"","CNN Breaking News","Mar 27, 2014","The U.S. Air Force has fired nine commanders in the wake of a cheating scandal on nuclear missile tests.","35","288","200","","","","1"
"","CNN Breaking News","Mar 27, 2014","U.N. General Assembly resolution calls Crimean referendum invalid.","27","208","104","","","","1"
