"listing_value","tweets_Name","tweets_Date","tweets_Text","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","May 30","After questionable weather, officials give the all clear for the SpaceX launch","107","327","1.4K","https://pbs.twimg.com/media/EZSW6fGXYAEXjdp?format=jpg&name=small","","","1"
"","CNN Breaking News","May 30","Between 400 to 500 people were arrested during Friday night's protests in Los Angeles, an LAPD spokesperson says","157","319","872","https://pbs.twimg.com/media/EZSE3bTWAAIud4u?format=jpg&name=small","","","1"
"","CNN Breaking News","May 30","NASA astronauts Bob Behnken and Doug Hurley climb aboard SpaceX's Crew Dragon spacecraft as they prepare for a mission to the International Space Station","50","184","986","","","","1"
"","CNN Breaking News","May 30","An unarmed Palestinian man was shot and killed by police in Jerusalem, Israeli police say","380","3.4K","4.4K","https://pbs.twimg.com/card_img/1318561196329619465/Y-Qg5m7J?format=jpg&name=small","https://pbs.twimg.com/card_img/1318561196329619465/Y-Qg5m7J?format=jpg&name=small","https://t.co/QoG9TfG2Zz?amp=1","1"
"","Unarmed Palestinian man shot dead by police in Jerusalem","","An unarmed Palestinian man was shot and killed by police in Jerusalem, Israeli police say","380","3.4K","4.4K","https://pbs.twimg.com/card_img/1318561196329619465/Y-Qg5m7J?format=jpg&name=small","https://pbs.twimg.com/card_img/1318561196329619465/Y-Qg5m7J?format=jpg&name=small","https://t.co/QoG9TfG2Zz?amp=1","1"
"","An unarmed Palestinian man has been shot and killed by police at one of the entrances to Jerusalem's Old City on Saturday. Israeli police said officers believed the man had a gun and opened fire on...","","An unarmed Palestinian man was shot and killed by police in Jerusalem, Israeli police say","380","3.4K","4.4K","https://pbs.twimg.com/card_img/1318561196329619465/Y-Qg5m7J?format=jpg&name=small","https://pbs.twimg.com/card_img/1318561196329619465/Y-Qg5m7J?format=jpg&name=small","https://t.co/QoG9TfG2Zz?amp=1","1"
"","cnn.com","","An unarmed Palestinian man was shot and killed by police in Jerusalem, Israeli police say","380","3.4K","4.4K","https://pbs.twimg.com/card_img/1318561196329619465/Y-Qg5m7J?format=jpg&name=small","https://pbs.twimg.com/card_img/1318561196329619465/Y-Qg5m7J?format=jpg&name=small","https://t.co/QoG9TfG2Zz?amp=1","1"
"","CNN Breaking News","May 30","New York Gov. Andrew Cuomo signs a bill giving death benefits to families of frontline workers who died battling the coronavirus pandemic","75","512","3K","https://pbs.twimg.com/media/EZR3TePWoAAsD5f?format=jpg&name=small","","","1"
"","CNN Breaking News","May 30","Minnesota's governor fully mobilizes the National Guard, saying violent protests in the state are ""no longer"" about George Floyd's death","439","545","1.7K","https://pbs.twimg.com/media/EZRlOTHWsAA0mCg?format=jpg&name=small","","","1"
"","CNN Breaking News","May 30","Portland Mayor Ted Wheeler declares a state of emergency and issues an overnight curfew after a night of unrest in the city, his office says","141","336","768","https://pbs.twimg.com/card_img/1320149876131254272/RyKt6GGo?format=jpg&name=small","https://pbs.twimg.com/card_img/1320149876131254272/RyKt6GGo?format=jpg&name=small","https://t.co/sWHGkenSbH?amp=1","1"
"","Portland mayor declares state of emergency, imposes curfew","","Portland Mayor Ted Wheeler declares a state of emergency and issues an overnight curfew after a night of unrest in the city, his office says","141","336","768","https://pbs.twimg.com/card_img/1320149876131254272/RyKt6GGo?format=jpg&name=small","https://pbs.twimg.com/card_img/1320149876131254272/RyKt6GGo?format=jpg&name=small","https://t.co/sWHGkenSbH?amp=1","1"
"","Portland Mayor Ted Wheeler has declared a state of emergency in light of the unrest in the city and an overnight curfew has been put into place, according to the mayor’s office.","","Portland Mayor Ted Wheeler declares a state of emergency and issues an overnight curfew after a night of unrest in the city, his office says","141","336","768","https://pbs.twimg.com/card_img/1320149876131254272/RyKt6GGo?format=jpg&name=small","https://pbs.twimg.com/card_img/1320149876131254272/RyKt6GGo?format=jpg&name=small","https://t.co/sWHGkenSbH?amp=1","1"
"","cnn.com","","Portland Mayor Ted Wheeler declares a state of emergency and issues an overnight curfew after a night of unrest in the city, his office says","141","336","768","https://pbs.twimg.com/card_img/1320149876131254272/RyKt6GGo?format=jpg&name=small","https://pbs.twimg.com/card_img/1320149876131254272/RyKt6GGo?format=jpg&name=small","https://t.co/sWHGkenSbH?amp=1","1"
"","CNN Breaking News","May 30","Two Federal Protective Service officers suffered gunshot wounds during protests Friday night in Oakland, California, police say. One of the officers died from his injury","526","1.1K","1.5K","https://pbs.twimg.com/media/EZQtwodXsAAQ2xH?format=jpg&name=small","","","1"
"","CNN Breaking News","May 30","The Minneapolis Department of Public Safety says that 350 troopers are near the city's 5th precinct to clear the area and enforce curfew","114","324","703","https://pbs.twimg.com/media/EZPdKD0WoAIwPf_?format=jpg&name=small","","","1"
"","CNN Breaking News","May 30","National Guard activated in Georgia as governor declares state of emergency","148","1.1K","1.9K","https://pbs.twimg.com/media/EZPYL--WkAUlEww?format=jpg&name=small","","","1"
"","CNN Breaking News","May 30","A person who partied in the Lake of the Ozarks, Missouri, area on Memorial Day weekend has tested positive for coronavirus and was possibly infectious over the holiday weekend","1.3K","4.2K","8.1K","https://pbs.twimg.com/card_img/1319499911415648256/AyhH4h-R?format=jpg&name=small","https://pbs.twimg.com/card_img/1319499911415648256/AyhH4h-R?format=jpg&name=small","https://t.co/C1icIheQLU?amp=1","1"
"","Person who attended Lake of the Ozarks Memorial Day gathering tests positive for coronavirus","","A person who partied in the Lake of the Ozarks, Missouri, area on Memorial Day weekend has tested positive for coronavirus and was possibly infectious over the holiday weekend","1.3K","4.2K","8.1K","https://pbs.twimg.com/card_img/1319499911415648256/AyhH4h-R?format=jpg&name=small","https://pbs.twimg.com/card_img/1319499911415648256/AyhH4h-R?format=jpg&name=small","https://t.co/C1icIheQLU?amp=1","1"
"","A person who partied in the Lake of the Ozarks, Missouri, area on Memorial Day weekend has tested positive for coronavirus -- and was possibly infectious over the holiday weekend.","","A person who partied in the Lake of the Ozarks, Missouri, area on Memorial Day weekend has tested positive for coronavirus and was possibly infectious over the holiday weekend","1.3K","4.2K","8.1K","https://pbs.twimg.com/card_img/1319499911415648256/AyhH4h-R?format=jpg&name=small","https://pbs.twimg.com/card_img/1319499911415648256/AyhH4h-R?format=jpg&name=small","https://t.co/C1icIheQLU?amp=1","1"
"","cnn.com","","A person who partied in the Lake of the Ozarks, Missouri, area on Memorial Day weekend has tested positive for coronavirus and was possibly infectious over the holiday weekend","1.3K","4.2K","8.1K","https://pbs.twimg.com/card_img/1319499911415648256/AyhH4h-R?format=jpg&name=small","https://pbs.twimg.com/card_img/1319499911415648256/AyhH4h-R?format=jpg&name=small","https://t.co/C1icIheQLU?amp=1","1"
"","CNN Breaking News","May 30","Protesters in Washington breached the complex of the Treasury Department and spray painted the area, a law enforcement source says","662","3.9K","7.9K","https://pbs.twimg.com/media/EZOuzIEWkAAQZCr?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","The White House has been locked down as protesters arrive at Pennsylvania Avenue/Lafayette Park","1.2K","11.7K","19.2K","https://pbs.twimg.com/media/EZOS6xcXQAAXlwW?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","Washington will end its stay-at-home order on May 31, the governor says","61","200","774","https://pbs.twimg.com/media/EZOP_wIXgAA9nk2?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","Florida has approved Walt Disney World and Sea World reopening plans","104","254","835","https://pbs.twimg.com/media/EZOEo8dWkAUCnlg?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","The Supreme Court has rejected an appeal from a Louisiana inmate who argued that a state prison was not doing enough to protect him from catching Covid-19","52","136","304","","","","1"
"","Supreme Court rejects appeal from Louisiana inmate with coronavirus concerns","","The Supreme Court has rejected an appeal from a Louisiana inmate who argued that a state prison was not doing enough to protect him from catching Covid-19","52","136","304","","","","1"
"","The Supreme Court rejected an appeal from a Louisiana inmate on Friday who argued that a state prison was not doing enough to protect him from catching Covid-19.","","The Supreme Court has rejected an appeal from a Louisiana inmate who argued that a state prison was not doing enough to protect him from catching Covid-19","52","136","304","","","","1"
"","cnn.com","","The Supreme Court has rejected an appeal from a Louisiana inmate who argued that a state prison was not doing enough to protect him from catching Covid-19","52","136","304","","","","1"
"","CNN Breaking News","May 29","The city of Saint Paul, Minnesota, has imposed a curfew beginning Friday from 8 p.m. to 6 a.m. CDT the next morning","138","293","890","https://pbs.twimg.com/media/EZNyfXeXYAIWs2Z?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","The Minneapolis mayor is imposing a curfew throughout the city beginning at 8 p.m. CDT tonight that will extend through the weekend and last until 6 a.m. CDT","146","493","978","https://pbs.twimg.com/media/EZNqgj1XgAAZ3D6?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","President Trump has terminated the partnership between the World Health Organization and the US, he announced","1.3K","5.2K","4.9K","https://pbs.twimg.com/media/EZNRE0PWoAEIwQv?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","The ex-police officer seen in a video with his knee on George Floyd's neck faces charges of murder and manslaughter","769","2.6K","9.5K","https://pbs.twimg.com/media/EZNJWv9X0AA3PU7?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","One of four police officers fired over the death of George Floyd is now in police custody, an official says","332","1K","3.4K","https://pbs.twimg.com/card_img/1318692185508876288/cJg3HwA8?format=jpg&name=small","https://pbs.twimg.com/card_img/1318692185508876288/cJg3HwA8?format=jpg&name=small","https://t.co/aGOhyxQ6LD?amp=1","1"
"","Unrest mounts across multiple US cities over the death of George Floyd","","One of four police officers fired over the death of George Floyd is now in police custody, an official says","332","1K","3.4K","https://pbs.twimg.com/card_img/1318692185508876288/cJg3HwA8?format=jpg&name=small","https://pbs.twimg.com/card_img/1318692185508876288/cJg3HwA8?format=jpg&name=small","https://t.co/aGOhyxQ6LD?amp=1","1"
"","The former Minneapolis police officer seen in a video with his knee on George Floyd's neck before the unarmed black man died this week was taken into custody Friday by state authorities, according to...","","One of four police officers fired over the death of George Floyd is now in police custody, an official says","332","1K","3.4K","https://pbs.twimg.com/card_img/1318692185508876288/cJg3HwA8?format=jpg&name=small","https://pbs.twimg.com/card_img/1318692185508876288/cJg3HwA8?format=jpg&name=small","https://t.co/aGOhyxQ6LD?amp=1","1"
"","cnn.com","","One of four police officers fired over the death of George Floyd is now in police custody, an official says","332","1K","3.4K","https://pbs.twimg.com/card_img/1318692185508876288/cJg3HwA8?format=jpg&name=small","https://pbs.twimg.com/card_img/1318692185508876288/cJg3HwA8?format=jpg&name=small","https://t.co/aGOhyxQ6LD?amp=1","1"
"","CNN Breaking News","May 29","Minnesota Gov. Tim Walz takes responsibility for the arrest of a CNN crew that was covering the protests over the death of George Floyd. Follow live updates:","192","382","1.3K","https://pbs.twimg.com/media/EZMv1kpWoAEwnFJ?format=jpg&name=small","","","1"
"","CNN Breaking News","May 29","Minnesota police arrest a CNN team reporting on protests that raged through the night over the killing of George Floyd in Minneapolis","1.4K","5.8K","10.7K","https://pbs.twimg.com/media/EZLc4QKXYAAT1Ns?format=jpg&name=small","","","1"
"","CNN Breaking News","May 28","President Trump has signed an executive order against social media companies, days after Twitter called two of his tweets ""potentially misleading""","1.3K","1.5K","2.2K","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://t.co/0d1EBdQ30Q?amp=1","1"
"","Trump signs executive order targeting social media companies","","President Trump has signed an executive order against social media companies, days after Twitter called two of his tweets ""potentially misleading""","1.3K","1.5K","2.2K","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://t.co/0d1EBdQ30Q?amp=1","1"
"","President Donald Trump signed an executive order targeting social media companies on Thursday, days after Twitter called two of his tweets ""potentially misleading.""","","President Trump has signed an executive order against social media companies, days after Twitter called two of his tweets ""potentially misleading""","1.3K","1.5K","2.2K","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://t.co/0d1EBdQ30Q?amp=1","1"
"","cnn.com","","President Trump has signed an executive order against social media companies, days after Twitter called two of his tweets ""potentially misleading""","1.3K","1.5K","2.2K","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://t.co/0d1EBdQ30Q?amp=1","1"
"","CNN Breaking News","May 28","The UK government is considering opening a citizenship 'path' for more than 300,000 Hong Kong residents, if China continues to pursue a controversial national security law","152","500","1.8K","https://pbs.twimg.com/card_img/1317623622031364097/9uE9NVep?format=jpg&name=small","https://pbs.twimg.com/card_img/1317623622031364097/9uE9NVep?format=jpg&name=small","https://t.co/OW0QLxmF90?amp=1","1"
"","UK considers opening citizenship 'path' for 300k Hong Kong residents","","The UK government is considering opening a citizenship 'path' for more than 300,000 Hong Kong residents, if China continues to pursue a controversial national security law","152","500","1.8K","https://pbs.twimg.com/card_img/1317623622031364097/9uE9NVep?format=jpg&name=small","https://pbs.twimg.com/card_img/1317623622031364097/9uE9NVep?format=jpg&name=small","https://t.co/OW0QLxmF90?amp=1","1"
"","The UK government may give greater rights to Hong Kong residents who possess a special kind of British passport (BNOs) -- granted when Britain handed control of the territory back to China -- unless...","","The UK government is considering opening a citizenship 'path' for more than 300,000 Hong Kong residents, if China continues to pursue a controversial national security law","152","500","1.8K","https://pbs.twimg.com/card_img/1317623622031364097/9uE9NVep?format=jpg&name=small","https://pbs.twimg.com/card_img/1317623622031364097/9uE9NVep?format=jpg&name=small","https://t.co/OW0QLxmF90?amp=1","1"
"","cnn.com","","The UK government is considering opening a citizenship 'path' for more than 300,000 Hong Kong residents, if China continues to pursue a controversial national security law","152","500","1.8K","https://pbs.twimg.com/card_img/1317623622031364097/9uE9NVep?format=jpg&name=small","https://pbs.twimg.com/card_img/1317623622031364097/9uE9NVep?format=jpg&name=small","https://t.co/OW0QLxmF90?amp=1","1"
"","CNN Breaking News","May 28","North Carolina had one of its highest days of reported deaths and hospitalizations since the Covid-19 crisis began, the governor says","141","365","667","https://pbs.twimg.com/media/EZIQwL3WsAAgp80?format=jpg&name=small","","","1"
"","CNN Breaking News","May 28","One in four US workers have filed for unemployment since the pandemic hit, as another 2.1 million people filed jobless claims last week","131","310","581","","","","1"
"","1 in 4 American workers have filed for unemployment benefits during the pandemic","","One in four US workers have filed for unemployment since the pandemic hit, as another 2.1 million people filed jobless claims last week","131","310","581","","","","1"
"","More than 40 million Americans have filed for first-time unemployment benefits since the coronavirus pandemic forced the US economy to shut down in March. One in four American workers has filed for...","","One in four US workers have filed for unemployment since the pandemic hit, as another 2.1 million people filed jobless claims last week","131","310","581","","","","1"
"","cnn.com","","One in four US workers have filed for unemployment since the pandemic hit, as another 2.1 million people filed jobless claims last week","131","310","581","","","","1"
"","CNN Breaking News","May 28","China's legislature has approved a national security law in Hong Kong in a move critics say threatens political freedoms in the city","204","990","1.3K","https://pbs.twimg.com/card_img/1316690664579649536/JyfQys6B?format=jpg&name=small","https://pbs.twimg.com/card_img/1316690664579649536/JyfQys6B?format=jpg&name=small","https://t.co/l0puVj1dvH?amp=1","1"
"","China approves controversial national security law for Hong Kong","","China's legislature has approved a national security law in Hong Kong in a move critics say threatens political freedoms in the city","204","990","1.3K","https://pbs.twimg.com/card_img/1316690664579649536/JyfQys6B?format=jpg&name=small","https://pbs.twimg.com/card_img/1316690664579649536/JyfQys6B?format=jpg&name=small","https://t.co/l0puVj1dvH?amp=1","1"
"","China's legislature has approved a proposal to impose a highly contentious national security law in Hong Kong, in an unprecedented move that critics say threatens fundamental political freedoms and...","","China's legislature has approved a national security law in Hong Kong in a move critics say threatens political freedoms in the city","204","990","1.3K","https://pbs.twimg.com/card_img/1316690664579649536/JyfQys6B?format=jpg&name=small","https://pbs.twimg.com/card_img/1316690664579649536/JyfQys6B?format=jpg&name=small","https://t.co/l0puVj1dvH?amp=1","1"
"","cnn.com","","China's legislature has approved a national security law in Hong Kong in a move critics say threatens political freedoms in the city","204","990","1.3K","https://pbs.twimg.com/card_img/1316690664579649536/JyfQys6B?format=jpg&name=small","https://pbs.twimg.com/card_img/1316690664579649536/JyfQys6B?format=jpg&name=small","https://t.co/l0puVj1dvH?amp=1","1"
"","CNN Breaking News","May 28","Trump is set to announce an executive order against social media companies on Thursday, White House Press Secretary Kayleigh McEnany told reporters","1.4K","1K","1.8K","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://t.co/vJ8jSXCYQo?amp=1","1"
"","Trump signs executive order targeting social media companies","","Trump is set to announce an executive order against social media companies on Thursday, White House Press Secretary Kayleigh McEnany told reporters","1.4K","1K","1.8K","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://t.co/vJ8jSXCYQo?amp=1","1"
"","President Donald Trump signed an executive order targeting social media companies on Thursday, days after Twitter called two of his tweets ""potentially misleading.""","","Trump is set to announce an executive order against social media companies on Thursday, White House Press Secretary Kayleigh McEnany told reporters","1.4K","1K","1.8K","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://pbs.twimg.com/card_img/1317941003681083392/s4MH0uQK?format=jpg&name=small","https://t.co/vJ8jSXCYQo?amp=1","1"
