,tweets_Date,tweets_Text,tweets_Replies,tweets_Retweets,tweets_Likes,tweets_Images,tweets_imageURL,tweets_hrefURL,has_image,has_Link
15,Sep 29,joe biden wife paid nearly 300000 federal income tax last year sen kamala harris released 2019 returns well,876.0,1100.0,6400.0,https://pbs.twimg.com/card_img/1319117696844419078/6ngQMo7h?format=jpg&name=small,https://pbs.twimg.com/card_img/1319117696844419078/6ngQMo7h?format=jpg&name=small,https://t.co/7Fp82H3zQl?amp=1,1,1
16,Sep 29,nearly 100000 brooklyn voters sent new ballots may received absentee ballot return envelopes wrong address names printed new york city board elections says,307.0,495.0,731.0,https://pbs.twimg.com/card_img/1321161174646476800/n8Ub7sdJ?format=jpg&name=small,https://pbs.twimg.com/card_img/1321161174646476800/n8Ub7sdJ?format=jpg&name=small,https://t.co/bWE7m6tH5p?amp=1,1,1
17,Sep 29,two nfl teams suspend inperson activities following positive covid19 test results,43.0,141.0,297.0,https://pbs.twimg.com/media/EjGV25WWoAAWO67?format=jpg&name=small,,,1,0
18,Sep 29,new york city could implement covid19 restrictions early tomorrow mayor bill de blasio says,138.0,223.0,589.0,https://pbs.twimg.com/media/EjGSYxYXcAAo6Mp?format=jpg&name=small,,,1,0
19,Sep 29,us stocks open lower investors skeptical new stimulus plan,84.0,80.0,314.0,https://pbs.twimg.com/media/EjFx0q3WAAIqLSz?format=jpg&name=small,,,1,0
20,Sep 29,emir kuwait sheikh sabah alahmad aljaber alsabah died age 91 ruling gulf state 14 years,85.0,364.0,883.0,https://pbs.twimg.com/card_img/1318580645736685569/r2FuZg2K?format=jpg&name=small,https://pbs.twimg.com/card_img/1318580645736685569/r2FuZg2K?format=jpg&name=small,https://t.co/FOJEk8q9rz?amp=1,1,1
21,Sep 29,multiple people killed hostage situation salem oregon officials say sheriffs office didnt say many people died,192.0,506.0,808.0,https://pbs.twimg.com/card_img/1320349224261832704/vNxaz8iV?format=jpg&name=small,https://pbs.twimg.com/card_img/1320349224261832704/vNxaz8iV?format=jpg&name=small,https://t.co/pWklg27bIa?amp=1,1,1
22,Sep 29,coronavirus killed 1 million people worldwide experts fear toll may double vaccine ready,430.0,733.0,1100.0,https://pbs.twimg.com/card_img/1318397386432065537/aKsL6UCw?format=png&name=small,https://pbs.twimg.com/card_img/1318397386432065537/aKsL6UCw?format=png&name=small,https://t.co/EAx4KWOzLR?amp=1,1,1
23,Sep 28,microsoft 365 monday evening across us affecting users access multiple services including outlook,146.0,686.0,895.0,https://pbs.twimg.com/card_img/1318621641019170816/OtqZY5aG?format=jpg&name=small,https://pbs.twimg.com/card_img/1318621641019170816/OtqZY5aG?format=jpg&name=small,https://t.co/W2JUMd3Ywc?amp=1,1,1
24,Sep 27,trump paid federal income taxes whatsoever 10 past 15 years beginning 2000 new york times report says,2700.0,5200.0,11500.0,https://pbs.twimg.com/card_img/1320498148700205057/CpAL2_Rw?format=jpg&name=small,https://pbs.twimg.com/card_img/1320498148700205057/CpAL2_Rw?format=jpg&name=small,https://t.co/zRtf7l0jXS?amp=1,1,1
25,Sep 27,joe biden never nations history supreme court justice nominated installed presidential election already underway defies every precedent,874.0,1000.0,4600.0,https://pbs.twimg.com/media/Ei8B3zlWAAIg_xP.jpg,,,1,0
26,Sep 27,joe biden says trumps nomination amy coney barrett supreme court senate republicans promise quickly confirm overturning obamacare,349.0,358.0,1200.0,https://pbs.twimg.com/media/Ei74Jj_WsAE8B1j?format=jpg&name=small,,,1,0
27,Sep 27,joe biden responds trump nominating amy coney barrett supreme court follow live updates,121.0,108.0,384.0,https://pbs.twimg.com/card_img/1318194601568522240/9yAJB1cM?format=jpg&name=small,https://pbs.twimg.com/card_img/1318194601568522240/9yAJB1cM?format=jpg&name=small,https://t.co/d7MdMdItqt?amp=1,1,1
28,Sep 27,senate judiciary chairman lindsey graham says committee approve amy coney barretts supreme court nomination october 22 setting full senate vote end month,448.0,273.0,713.0,https://pbs.twimg.com/card_img/1320375490998341634/KHqClQIt?format=jpg&name=small,https://pbs.twimg.com/card_img/1320375490998341634/KHqClQIt?format=jpg&name=small,https://t.co/dw6xNzrYZC?amp=1,1,1
29,Sep 27,house speaker nancy pelosi criticizes trumps swift move make supreme court pick saying hes moving quickly fill vacancy court hears case affordable care act,383.0,372.0,1500.0,https://pbs.twimg.com/media/Ei7NXnQWoAU-jAi?format=jpg&name=small,,,1,0
30,Sep 27,house speaker nancy pelosi jill biden appear state union wake amy coney barretts nomination supreme court,129.0,120.0,530.0,https://pbs.twimg.com/card_img/1319882908652523520/72FS0DCf?format=jpg&name=small,https://pbs.twimg.com/card_img/1319882908652523520/72FS0DCf?format=jpg&name=small,https://t.co/WNGpepRwCd?amp=1,1,1
31,Sep 27,police louisville arrested 28 people saturday night protesters demanding justice breonna taylor took street,227.0,215.0,703.0,https://pbs.twimg.com/card_img/1320316803063730177/UvZkl8Kz?format=jpg&name=small,https://pbs.twimg.com/card_img/1320316803063730177/UvZkl8Kz?format=jpg&name=small,https://t.co/SQ2UcAxSKb?amp=1,1,1
32,Sep 27,suspect custody officer injured los angeles police departments harbor community station authorities say,55.0,79.0,290.0,https://pbs.twimg.com/card_img/1320294103503032320/UGRP989k?format=jpg&name=small,https://pbs.twimg.com/card_img/1320294103503032320/UGRP989k?format=jpg&name=small,https://t.co/E2sIUIzhf0?amp=1,1,1
33,Sep 27,federal prosecutor massachusetts accuses attorney general william barr dangerous abuse power politicizing position,608.0,2400.0,7400.0,https://pbs.twimg.com/card_img/1319031425774092291/3c2thEUF?format=jpg&name=small,https://pbs.twimg.com/card_img/1319031425774092291/3c2thEUF?format=jpg&name=small,https://t.co/p1wWKS9Ra3?amp=1,1,1
34,Sep 26,president trump nominating conservative federal appeals court judge amy coney barrett succeed ruth bader ginsburg supreme court,672.0,362.0,1400.0,https://pbs.twimg.com/media/Ei3skuCXYAIGKP5?format=jpg&name=small,,,1,0
35,Sep 26,hurricane force wind warning issued parts gulf alaska seas higher 25 feet forecast,102.0,466.0,779.0,https://pbs.twimg.com/card_img/1317733634980401154/GTlGYotE?format=jpg&name=small,https://pbs.twimg.com/card_img/1317733634980401154/GTlGYotE?format=jpg&name=small,https://t.co/Qap5I963Xt?amp=1,1,1
36,Sep 26,residents lake jackson texas told use water braineating amoeba found supply seven southeast texas cities warned since cleared,703.0,2900.0,2800.0,https://pbs.twimg.com/card_img/1317578014222417921/5yomsSwg?format=jpg&name=small,https://pbs.twimg.com/card_img/1317578014222417921/5yomsSwg?format=jpg&name=small,https://t.co/wEHVhuSHN4?amp=1,1,1
37,Sep 25,local officials pennsylvania say nine ballots discarded error temporary seasonal independent contractor justice department says seven ballots president trump,475.0,349.0,661.0,https://pbs.twimg.com/card_img/1319766640339374081/xjuXMCum?format=jpg&name=small,https://pbs.twimg.com/card_img/1319766640339374081/xjuXMCum?format=jpg&name=small,https://t.co/lUpeLfpSR2?amp=1,1,1
38,Sep 25,least 25 people killed ukrainian air force transport plane crashed near chuguev officials say,65.0,144.0,312.0,https://pbs.twimg.com/card_img/1318613038493302785/RE33SQ17?format=jpg&name=small,https://pbs.twimg.com/card_img/1318613038493302785/RE33SQ17?format=jpg&name=small,https://t.co/G44sZZJhbW?amp=1,1,1
39,Sep 25,powerful vatican cardinal resigned says accused embezzlement,92.0,188.0,451.0,https://pbs.twimg.com/card_img/1317783092132708353/AjgiyzUf?format=jpg&name=small,https://pbs.twimg.com/card_img/1317783092132708353/AjgiyzUf?format=jpg&name=small,https://t.co/XE9hopdejC?amp=1,1,1
40,Sep 25,two officials massachusetts veterans home indicted deadly coronavirus outbreak facility,83.0,191.0,460.0,https://pbs.twimg.com/card_img/1317696453842698240/kq8C0zUs?format=jpg&name=small,https://pbs.twimg.com/card_img/1317696453842698240/kq8C0zUs?format=jpg&name=small,https://t.co/uoacMZSkck?amp=1,1,1
41,Sep 25,ron paul former congressman presidential candidate says hes fine hospitalized apparent medical episode,68.0,66.0,276.0,https://pbs.twimg.com/card_img/1318623199710580737/PMjqfdGM?format=jpg&name=small,https://pbs.twimg.com/card_img/1318623199710580737/PMjqfdGM?format=jpg&name=small,https://t.co/nEk4kOAQYl?amp=1,1,1
42,Sep 25,president trump intends choose amy coney barrett new supreme court justice multiple senior gop sources knowledge process say,5300.0,6800.0,11100.0,https://pbs.twimg.com/card_img/1318742761290518528/ZocBd7-d?format=jpg&name=small,https://pbs.twimg.com/card_img/1318742761290518528/ZocBd7-d?format=jpg&name=small,https://t.co/KW3EyHOw8M?amp=1,1,1
43,Sep 25,us surpassed 7 million confirmed cases covid19 nearly half states reporting rising numbers new cases,226.0,732.0,880.0,https://pbs.twimg.com/media/EiyF0uNWkAAXV4b?format=jpg&name=small,,,1,0
44,Sep 25,florida gov desantis clears bars restaurants return 100 capacity still gives municipalities discretion impose restrictions,792.0,897.0,1000.0,https://pbs.twimg.com/media/Eix8oq8WsAAr_St?format=jpg&name=small,,,1,0
45,Sep 25,federal judge signals wants see evidence whether political influence played role justice departments decision release texts former fbi employees lisa page peter strzok,107.0,178.0,614.0,https://pbs.twimg.com/card_img/1317810430904074252/WkmBkkkD?format=jpg&name=small,https://pbs.twimg.com/card_img/1317810430904074252/WkmBkkkD?format=jpg&name=small,https://t.co/W9CKu0UgYn?amp=1,1,1
46,Sep 25,outdoor dining permanent yearround new york city mayor bill de blasio announces follow live updates coronavirus,164.0,231.0,593.0,https://pbs.twimg.com/media/Eixm5uoWkAAracS?format=jpg&name=small,,,1,0
47,Sep 25,breonna taylors family attorney says grand jury transcripts made public baffled evidence seen,208.0,608.0,2400.0,https://pbs.twimg.com/card_img/1319824185468854272/FOC8T5Z8?format=jpg&name=small,https://pbs.twimg.com/card_img/1319824185468854272/FOC8T5Z8?format=jpg&name=small,https://t.co/51pWHha7qD?amp=1,1,1
48,Sep 25,virginias democratic gov ralph northam wife tested positive covid19 according statement office,250.0,269.0,533.0,https://pbs.twimg.com/card_img/1319490556905590786/5ZznMIGi?format=jpg&name=small,https://pbs.twimg.com/card_img/1319490556905590786/5ZznMIGi?format=jpg&name=small,https://t.co/rceMEPbf8h?amp=1,1,1
49,Sep 25,justice ruth bader ginsburg honored us capitol first woman lie state follow live updates,46.0,179.0,1400.0,,,,0,0
50,Sep 24,seattle police officer captured video rolling bicycle head protester laying street administrative leave,687.0,1600.0,3500.0,https://pbs.twimg.com/card_img/1317156879919763456/YEWl8nFi?format=jpg&name=small,https://pbs.twimg.com/card_img/1317156879919763456/YEWl8nFi?format=jpg&name=small,https://t.co/Bk3aYkRVUo?amp=1,1,1
51,Sep 24,republican ohio gov mike dewine says issue proclamation activating around 300 state national guard members ahead tuesdays first presidential debate cleveland,88.0,118.0,234.0,https://pbs.twimg.com/media/EitWHmfXkAkYJ9O?format=jpg&name=small,,,1,0
52,Sep 24,department homeland security proposing changes visas students exchange visitors foreign media potentially limit length time remain us,70.0,236.0,285.0,https://pbs.twimg.com/card_img/1319369772883206157/aq1lqHew?format=jpg&name=small,https://pbs.twimg.com/card_img/1319369772883206157/aq1lqHew?format=jpg&name=small,https://t.co/rFYk9S0WU7?amp=1,1,1
53,Sep 24,sacramento county sheriffs department fired deputy seen viral video punching 14yearold boy,98.0,375.0,1000.0,https://pbs.twimg.com/card_img/1318930778399539200/anc-bu_b?format=jpg&name=small,https://pbs.twimg.com/card_img/1318930778399539200/anc-bu_b?format=jpg&name=small,https://t.co/QRDVECSrLb?amp=1,1,1
54,Sep 24,ensemble forecast published cdc projects 214000 226000 covid19 deaths us oct 17,116.0,198.0,254.0,https://pbs.twimg.com/media/EisuXOcWkAIQgUW?format=jpg&name=small,,,1,0
55,Sep 24,nearly 130 people arrested wednesday louisville protests breonna taylor case citys interim police chief says,94.0,140.0,366.0,https://pbs.twimg.com/card_img/1317156801842978816/eKHlXb9x?format=jpg&name=small,https://pbs.twimg.com/card_img/1317156801842978816/eKHlXb9x?format=jpg&name=small,https://t.co/2MUel1buTY?amp=1,1,1
56,Sep 24,louisville working release information related breonna taylor investigation citys mayor says,93.0,123.0,344.0,https://pbs.twimg.com/media/EiskVO0XgAUUi8R?format=jpg&name=small,,,1,0
57,Sep 24,dr fauci says covid19 theres good enough data say aerosol transmission occur,170.0,579.0,1800.0,https://pbs.twimg.com/media/EiscOAPXsAEfaCr?format=jpg&name=small,,,1,0
58,Sep 24,louisville police shooting suspect larynzo johnson charged assault wanton endangerment officer follow live updates,186.0,169.0,489.0,https://pbs.twimg.com/media/EisQ87bWsAEzYZn?format=jpg&name=small,,,1,0
59,Sep 24,fda chief dr stephen hahn still wont comment trumps threat override vaccine rules,107.0,147.0,249.0,https://pbs.twimg.com/media/EisM7iyWoAI9z0f?format=jpg&name=small,,,1,0
60,Sep 24,mary trump president trumps niece filed lawsuit accusing siblings committing fraud order deprive interests family realestate empire built fred trump sr,395.0,894.0,3900.0,https://pbs.twimg.com/card_img/1317644526882713600/vp1Qomqv?format=jpg&name=small,https://pbs.twimg.com/card_img/1317644526882713600/vp1Qomqv?format=jpg&name=small,https://t.co/UHrilzH8HZ?amp=1,1,1
61,Sep 24,president trump melania trump paid respects supreme court justice ruth bader ginsburg crowd protested presence,455.0,512.0,2100.0,https://pbs.twimg.com/media/EisBPdLWoAAuwIG.jpg,,,1,0
62,Sep 24,lonita baker attorney breonna taylors mother said grand jurys result make legal sense kentuckys attorney general failed,179.0,371.0,1700.0,https://pbs.twimg.com/media/Eir86msXkAcKAy5?format=jpg&name=small,,,1,0
63,Sep 24,another 870000 workers filed firsttime claims unemployment benefits seasonally adjusted basis last week,76.0,275.0,543.0,https://pbs.twimg.com/card_img/1317365945938096128/ByOcUtjo?format=jpg&name=small,https://pbs.twimg.com/card_img/1317365945938096128/ByOcUtjo?format=jpg&name=small,https://t.co/f7erHehbU4?amp=1,1,1
64,Sep 23,cdc says thousands passengers board commercial flights may exposed coronavirus since start 2020,529.0,1100.0,1800.0,https://pbs.twimg.com/media/Ein_C3iXcAEfeHO?format=jpg&name=small,,,1,0
65,Sep 23,teresa parson wife missouri gov mike parson tested positive covid19,138.0,144.0,391.0,https://pbs.twimg.com/media/Einus1qXgAQlhcT?format=jpg&name=small,,,1,0
66,Sep 23,ben crump attorney family breonna taylor said grand jurys decision fully wanted brings us closer justice,400.0,1200.0,1400.0,https://pbs.twimg.com/media/EinjKqmX0AAa_z2?format=jpg&name=small,,,1,0
67,Sep 23,exofficer brett hankison charged wanton endangerment fatal shooting breonna taylor two police officers indicted follow live updates,434.0,1200.0,1500.0,https://pbs.twimg.com/media/Einf-zDXsAAO4Cs?format=jpg&name=small,,,1,0
68,Sep 23,dr deborah birx confided aides friends distressed direction white house coronavirus task force describing situation nightmarish sources say,881.0,1500.0,3500.0,https://pbs.twimg.com/card_img/1316458703013412866/hcoleKyp?format=jpg&name=small,https://pbs.twimg.com/card_img/1316458703013412866/hcoleKyp?format=jpg&name=small,https://t.co/XkvtH03V50?amp=1,1,1
69,Sep 23,metropolitan opera announces canceled entire 202021 season due ongoing health crisis,52.0,209.0,399.0,https://pbs.twimg.com/media/EinWCZ7XcAM7qXR?format=jpg&name=small,,,1,0
70,Sep 23,ahead expected news conference breonna taylor case louisvilles mayor announces curfew beginning 9 pm tonight,147.0,350.0,393.0,https://pbs.twimg.com/media/EinTonBXYAA_4CH?format=jpg&name=small,,,1,0
71,Sep 23,heated exchange dr fauci challenges sen rand pauls assertion new yorks current low positivity rate attributable community immunity believe 22 herd immunity believe youre alone,1600.0,7200.0,25500.0,,,,0,0
72,Sep 23,longawaited findings grand jury probe fatal police shooting breonna taylor announced kentuckys attorney general afternoon,123.0,391.0,608.0,https://pbs.twimg.com/card_img/1319100728816746496/LdbOtNP7?format=jpg&name=small,https://pbs.twimg.com/card_img/1319100728816746496/LdbOtNP7?format=jpg&name=small,https://t.co/Z8bQiveSmy?amp=1,1,1
73,Sep 23,90 population remains susceptible covid19 cdc director dr robert redfield says,84.0,301.0,562.0,https://pbs.twimg.com/media/EinFZA0WAAsCF8X.jpg,,,1,0
74,Sep 23,cdc director dr robert redfield says young people major contributors spread covid19,177.0,508.0,959.0,https://pbs.twimg.com/media/Eim66N5XgAIQzKm?format=jpg&name=small,,,1,0
75,Sep 23,supreme court chief justice john roberts describes ginsburg bookkeepers daughter rose supreme court,39.0,200.0,905.0,https://pbs.twimg.com/media/Eim2MXjWoAAO6uU.jpg,,,1,0
76,Sep 23,dr fauci cdc director dr redfield testify senate us covid19 response,43.0,119.0,498.0,https://pbs.twimg.com/card_img/1318287296983085059/-k10vZpX?format=jpg&name=small,https://pbs.twimg.com/card_img/1318287296983085059/-k10vZpX?format=jpg&name=small,https://t.co/DA5di5Vwuj?amp=1,1,1
77,Sep 23,100 justice ginsburgs former clerks meet casket supreme court steps,544.0,6100.0,30000.0,https://pbs.twimg.com/media/EimryGbXYAQ93JZ?format=jpg&name=small,,,1,0
78,Sep 22,speaker pelosi treasury secretary mnuchin reached agreement government funding likely avoiding shutdown end month,130.0,207.0,650.0,https://pbs.twimg.com/card_img/1316500628819116035/f2fMJZFV?format=jpg&name=small,https://pbs.twimg.com/card_img/1316500628819116035/f2fMJZFV?format=jpg&name=small,https://t.co/Dgx6IjCCOV?amp=1,1,1
79,Sep 22,vanessa bryant suing los angeles county sheriffs department sheriff alex villanueva photo leak helicopter crash killed husband nba legend kobe bryant daughter gianna seven others,143.0,308.0,1900.0,https://pbs.twimg.com/card_img/1318965005971296261/OlH2S8gy?format=jpg&name=small,https://pbs.twimg.com/card_img/1318965005971296261/OlH2S8gy?format=jpg&name=small,https://t.co/tCcEX3eBUT?amp=1,1,1
80,Sep 22,notre dames football game saturday postponed multiple players tested positive covid19,133.0,380.0,606.0,https://pbs.twimg.com/media/Eii5oPqXgAMEpoV?format=jpg&name=small,,,1,0
81,Sep 22,maines supreme court sided states democratic secretary state rejected republican challenge rankedchoice voting upcoming election,51.0,252.0,1000.0,https://pbs.twimg.com/card_img/1318966576683646980/E3LDkPh1?format=jpg&name=small,https://pbs.twimg.com/card_img/1318966576683646980/E3LDkPh1?format=jpg&name=small,https://t.co/1wB9orsNRi?amp=1,1,1
82,Sep 22,seemed unthinkable six months ago true 200000 people us — parents children family friends — died coronavirus,680.0,1300.0,2200.0,https://pbs.twimg.com/card_img/1320001789207298048/U6yCY-fe?format=jpg&name=small,https://pbs.twimg.com/card_img/1320001789207298048/U6yCY-fe?format=jpg&name=small,https://t.co/9jD7Vi40hf?amp=1,1,1
83,Sep 22,new york adds five states quarantine list follow live updates coronavirus,49.0,91.0,239.0,https://pbs.twimg.com/media/EihxB1bWAAUWJa2?format=jpg&name=small,,,1,0
84,Sep 22,gop sen mitt romney says hes board considering supreme court nominee election ensuring trumps pick confirmed,862.0,671.0,1200.0,https://pbs.twimg.com/card_img/1318641692073971714/xGgaaY8s?format=jpg&name=small,https://pbs.twimg.com/card_img/1318641692073971714/xGgaaY8s?format=jpg&name=small,https://t.co/SqpGTVzC3j?amp=1,1,1
85,Sep 22,police order people shelter place gunman barricaded suburban atlanta home cobb county fires shots,69.0,181.0,351.0,https://pbs.twimg.com/card_img/1321071035916210185/hqSiFqGS?format=jpg&name=small,https://pbs.twimg.com/card_img/1321071035916210185/hqSiFqGS?format=jpg&name=small,https://t.co/ewFSOQIW5R?amp=1,1,1
86,Sep 22,chinese tycoon criticized president xi jinpings handling pandemic jailed 18 years corruption charges,340.0,822.0,1400.0,https://pbs.twimg.com/card_img/1318475246610075650/K-E3i8z3?format=jpg&name=small,https://pbs.twimg.com/card_img/1318475246610075650/K-E3i8z3?format=jpg&name=small,https://t.co/ibphHcBxBQ?amp=1,1,1
87,Sep 21,florida gov desantis proposes sweeping legislation threatens felonies increased jail time people attend protests turn violent disorderly,1100.0,839.0,1900.0,https://pbs.twimg.com/card_img/1320825448528564231/50tK4n2S?format=jpg&name=small,https://pbs.twimg.com/card_img/1320825448528564231/50tK4n2S?format=jpg&name=small,https://t.co/yN4GPzxas2?amp=1,1,1
88,Sep 21,federal judge dismisses lawsuit trump campaign challenging nevadas mailin voting law,117.0,453.0,1900.0,https://pbs.twimg.com/card_img/1318944792882053121/eufVP_XJ?format=jpg&name=small,https://pbs.twimg.com/card_img/1318944792882053121/eufVP_XJ?format=jpg&name=small,https://t.co/UBro4seHEt?amp=1,1,1
89,Sep 21,justice department labels three cities anarchy jurisdictions — new york seattle portland oregon overtly political announcement certain trigger legal challenges,469.0,463.0,840.0,https://pbs.twimg.com/card_img/1318759211103178758/M4rquqto?format=jpg&name=small,https://pbs.twimg.com/card_img/1318759211103178758/M4rquqto?format=jpg&name=small,https://t.co/NKi4Nujg8s?amp=1,1,1
90,Sep 20,american bryson dechambeau wins first major golf title sixstroke victory us open,22.0,65.0,412.0,https://pbs.twimg.com/card_img/1320511107329642497/NF4y7xRN?format=jpg&name=small,https://pbs.twimg.com/card_img/1320511107329642497/NF4y7xRN?format=jpg&name=small,https://t.co/aRFgtCwfGh?amp=1,1,1
91,Sep 20,e host giuliana rancic says tested positive covid19,196.0,157.0,456.0,https://pbs.twimg.com/media/EiZSYiAX0AAElss?format=jpg&name=small,,,1,0
92,Sep 20,woman suspected sending poison ricin president trump arrested trying enter us canada gun us law enforcement official said,698.0,674.0,1700.0,https://pbs.twimg.com/card_img/1320501480365981696/cVFdNH-c?format=jpg&name=small,https://pbs.twimg.com/card_img/1320501480365981696/cVFdNH-c?format=jpg&name=small,https://t.co/0UFyq2nAiH?amp=1,1,1
93,Sep 20,four people killed small plane crashed trying make emergency landing hilltop lakes texas official says,66.0,164.0,386.0,https://pbs.twimg.com/card_img/1320478486906261505/5ztltQpW?format=jpg&name=small,https://pbs.twimg.com/card_img/1320478486906261505/5ztltQpW?format=jpg&name=small,https://t.co/hxCyLrcTiQ?amp=1,1,1
94,Sep 20,epa added original pinesol list cleaners kill coronavirus hard surfaces,504.0,1900.0,4400.0,https://pbs.twimg.com/card_img/1320454617939898368/-oG8kbWH?format=jpg&name=small,https://pbs.twimg.com/card_img/1320454617939898368/-oG8kbWH?format=jpg&name=small,https://t.co/qDVaO3y1Yb?amp=1,1,1
95,Sep 20,outer bands tropical storm beta one several storms creating recordbreaking atlantic hurricane season lashing texas coast,32.0,100.0,260.0,https://pbs.twimg.com/card_img/1320422506226921479/qX-1dExp?format=jpg&name=small,https://pbs.twimg.com/card_img/1320422506226921479/qX-1dExp?format=jpg&name=small,https://t.co/kZRuFRTLcI?amp=1,1,1
96,Sep 20,tadej pogacar celebrates 22nd birthday monday becomes youngest tour de france winner since 1904,39.0,174.0,907.0,https://pbs.twimg.com/card_img/1320417446688415746/yscfVZBi?format=jpg&name=small,https://pbs.twimg.com/card_img/1320417446688415746/yscfVZBi?format=jpg&name=small,https://t.co/JgDVzoLIjA?amp=1,1,1
97,Sep 20,lisa murkowski becomes second republican senator say opposes taking supreme court nomination prior election day,353.0,696.0,4400.0,https://pbs.twimg.com/card_img/1320403763518230531/xPLfUgyz?format=jpg&name=small,https://pbs.twimg.com/card_img/1320403763518230531/xPLfUgyz?format=jpg&name=small,https://t.co/zGOHz1LgYH?amp=1,1,1
98,Sep 20,asked way democrats could slow senate republicans pelosi said everyone get vote,575.0,1400.0,2300.0,https://pbs.twimg.com/card_img/1319657278971252737/7PAR3jTk?format=jpg&name=small,https://pbs.twimg.com/card_img/1319657278971252737/7PAR3jTk?format=jpg&name=small,https://t.co/PcTbRkYASm?amp=1,1,1
