,tweets_Date,tweets_Likes,tweets_Replies,tweets_Retweets,tweets_Text,has_image,has_Link,tweets_ResponseCategory
81,Sep 22,1000.0,51.0,252.0,maines supreme court sided states democratic secretary state rejected republican challenge rankedchoice voting upcoming election,1,1,0
82,Sep 22,2200.0,680.0,1300.0,seemed unthinkable six months ago true 200000 people us — parents children family friends — died coronavirus,1,1,2
83,Sep 22,239.0,49.0,91.0,new york adds five states quarantine list follow live updates coronavirus,1,0,0
84,Sep 22,1200.0,862.0,671.0,gop sen mitt romney says hes board considering supreme court nominee election ensuring trumps pick confirmed,1,1,2
85,Sep 22,351.0,69.0,181.0,police order people shelter place gunman barricaded suburban atlanta home cobb county fires shots,1,1,1
86,Sep 22,1400.0,340.0,822.0,chinese tycoon criticized president xi jinpings handling pandemic jailed 18 years corruption charges,1,1,2
87,Sep 21,1900.0,1100.0,839.0,florida gov desantis proposes sweeping legislation threatens felonies increased jail time people attend protests turn violent disorderly,1,1,2
88,Sep 21,1900.0,117.0,453.0,federal judge dismisses lawsuit trump campaign challenging nevadas mailin voting law,1,1,1
89,Sep 21,840.0,469.0,463.0,justice department labels three cities anarchy jurisdictions — new york seattle portland oregon overtly political announcement certain trigger legal challenges,1,1,2
90,Sep 20,412.0,22.0,65.0,american bryson dechambeau wins first major golf title sixstroke victory us open,1,1,0
91,Sep 20,456.0,196.0,157.0,e host giuliana rancic says tested positive covid19,1,0,2
92,Sep 20,1700.0,698.0,674.0,woman suspected sending poison ricin president trump arrested trying enter us canada gun us law enforcement official said,1,1,2
93,Sep 20,386.0,66.0,164.0,four people killed small plane crashed trying make emergency landing hilltop lakes texas official says,1,1,0
94,Sep 20,4400.0,504.0,1900.0,epa added original pinesol list cleaners kill coronavirus hard surfaces,1,1,2
95,Sep 20,260.0,32.0,100.0,outer bands tropical storm beta one several storms creating recordbreaking atlantic hurricane season lashing texas coast,1,1,0
96,Sep 20,907.0,39.0,174.0,tadej pogacar celebrates 22nd birthday monday becomes youngest tour de france winner since 1904,1,1,0
97,Sep 20,4400.0,353.0,696.0,lisa murkowski becomes second republican senator say opposes taking supreme court nomination prior election day,1,1,2
98,Sep 20,2300.0,575.0,1400.0,asked way democrats could slow senate republicans pelosi said everyone get vote,1,1,2
99,Sep 20,953.0,108.0,315.0,federal judge temporarily blocked president trumps executive order banning wechat downloads us,1,1,1
100,Sep 20,4400.0,885.0,801.0,bill clinton says superficially hypocritical trump senate republicans push install new supreme court justice election,1,1,2
101,Sep 20,640.0,69.0,104.0,former president bill clinton speaks jake tapper justice ruth bader ginsburgs legacy fight brewing supreme courts future follow live updates,1,1,1
102,Sep 20,737.0,66.0,259.0,lee kerslake drummer ozzy osbourne rock band uriah heep died according statements band,1,1,0
103,Sep 19,983.0,540.0,299.0,president trump says expects announce supreme court pick next week likely woman,1,0,2
104,Sep 19,390.0,114.0,190.0,president trump says approved deal oracle tiktoks parent company unclear avert restrictions tiktok,1,1,1
105,Sep 19,1400.0,412.0,1000.0,20yearold oklahoma state university bull rider died injured rodeo mineral wells texas,1,1,2
106,Sep 19,2100.0,2300.0,1100.0,sen lindsay graham chairman judiciary committee says support president trump effort move forward fill justice ginsburgs place supreme court,1,1,2
107,Sep 19,3900.0,1600.0,3500.0,package addressed president trump containing poison ricin intercepted law enforcement two officials say fbi secret service investigating,1,1,2
108,Sep 19,528.0,311.0,227.0,white house wants announce president trumps nominee fill justice ruth bader ginsburgs vacant seat supreme court first presidential debate adviser close process says,1,0,2
109,Sep 19,1200.0,1000.0,489.0,president trump first tweets following death justice ruth bader ginsburg says republicans obligation fill ginsburgs vacancy supreme court without delay,1,1,2
110,Sep 19,3500.0,116.0,478.0,russian opposition politician alexey navalny says still unable pour glass water clear road towards recovering nearfatal poisoning,1,1,1
111,Sep 19,479.0,169.0,231.0,two people killed fourteen others wounded shooting rochester new york police say,1,1,2
112,Sep 19,896.0,85.0,378.0,preliminary 45magnitude earthquake jolted southern california area late friday night,1,1,1
113,Sep 19,1600.0,1900.0,1400.0,senate majority leader mcconnell says president trumps nominee replace justice ginsburg receive vote floor united states senate,1,0,2
114,Sep 18,14900.0,1100.0,8900.0,supreme court justice ruth bader ginsburg legal pioneer died court says 87,1,1,2
115,Sep 18,552.0,239.0,532.0,trump administration argued challenge 2020 census plans saying constitution requires count say must accurate,1,1,2
116,Sep 18,1400.0,269.0,893.0,us military says sending armored vehicles assets syria protect us troops fighting isis day president trump said syria remaining us forces guarding oil,1,1,2
117,Sep 18,515.0,59.0,168.0,us postal service agrees stop election mailer colorado according state official sued mailers saying include information would mislead voters,1,1,0
118,Sep 18,244.0,73.0,165.0,raytheon cut 15000 jobs result downturn commercial air travel double number aerospace giant forecast,1,1,1
119,Sep 18,972.0,131.0,440.0,cdc rolls back changes made last month coronavirus guidelines testing people dont symptoms stresses anyone contact infected person tested,1,0,1
120,Sep 18,2400.0,2400.0,2600.0,white house says 13 billion additional aid sent puerto rico help rebuild 2017s hurricane maria,1,1,2
121,Sep 18,1200.0,86.0,303.0,state judge michigan rules absentee ballots postmarked election day counted arrive two weeks polls close,1,1,1
122,Sep 18,409.0,112.0,204.0,us extends travel restrictions shared borders canada mexico oct 21 follow live updates coronavirus,1,0,1
123,Sep 17,799.0,30.0,221.0,federal judge extended order blocking census bureau winding efforts count us population,1,1,0
124,Sep 17,2000.0,530.0,2400.0,authorities michigan urging people stay indoors dark protect mosquito bites suspected human case rare mosquitoborne disease,1,1,2
125,Sep 17,775.0,132.0,222.0,us house representatives passed resolution condemning antiasian sentiment amid coronavirus pandemic,1,1,1
126,Sep 17,2100.0,358.0,805.0,former member vice president pences coronavirus task force says president trump didnt care virus reelection new video,1,1,2
127,Sep 17,473.0,284.0,209.0,eric trump proposed sitting interview new york state attorney generals office investigation trump organization presidential election according new court filing,1,1,2
128,Sep 17,1500.0,313.0,1100.0,fan attended kansas city chiefs opening night game arrowhead stadium september 10 tested positive covid19 prompted health department direct 10 people quarantine,1,1,2
129,Sep 17,516.0,94.0,341.0,world health organization warning alarming rates transmission covid19 europe portugal england france places reporting spikes,1,0,1
130,Sep 17,455.0,43.0,146.0,new york city delays inperson public school openings students week amid ongoing covid19 safety concerns,1,1,0
131,Sep 17,2300.0,1000.0,1900.0,acting homeland security secretary chad wolf defies subpoena skips house hearing threats us feud scheduling,1,1,2
132,Sep 17,343.0,83.0,146.0,additional 860000 people us filed firsttime unemployment benefits last week seasonally adjusted basis another weekonweek decline claims improvements slow,1,1,1
133,Sep 17,944.0,101.0,314.0,russian opposition politician alexey navalny fell critically ill drinking poisoned bottle water hotel room siberia team claimed video posted instagram,1,1,1
134,Sep 16,341.0,227.0,128.0,550000 customers without power across southeast tropical storm sally,0,0,2
135,Sep 16,1800.0,98.0,516.0,grand jury indicted omaha bar owner fatal shooting black protester authorities decided bring charges,1,1,1
136,Sep 16,1800.0,98.0,516.0,grand jury indicted omaha bar owner fatal shooting black protester authorities decided bring charges,1,1,1
137,Sep 16,8900.0,740.0,1400.0,jim carrey play democratic nominee joe biden season saturday night live nbc announces,1,1,2
138,Sep 16,727.0,91.0,232.0,federal reserve committed keeping interest rates near zero americas labor market recovered possibly years,1,1,1
139,Sep 16,441.0,98.0,230.0,least 22 people injured two cranes collide austin texas community officials say,1,1,1
140,Sep 16,411.0,122.0,147.0,big ten conference says play college football fall reversing early decision postpone season due covid19 pandemic,1,0,1
141,Sep 16,352.0,128.0,131.0,sally weakens category 1 hurricane lifethreatening flooding still likely along gulf coast national hurricane center says follow live updates,1,0,1
142,Sep 16,691.0,53.0,353.0,pensacola florida already recorded 2 feet rain morning hurricane sally according preliminary national weather service report,1,0,0
143,Sep 16,315.0,25.0,144.0,sally makes landfall near gulf shores alabama slowmoving category 2 hurricane batters us coast,1,0,0
144,Sep 16,1600.0,62.0,453.0,yoshihide suga elected japans new prime minister following vote countrys parliament wednesday confirming former cardboard factory worker farmers son leader worlds third largest economy,1,1,0
145,Sep 16,732.0,132.0,355.0,india become second country surpass 5 million coronavirus cases us,1,1,1
146,Sep 16,1600.0,248.0,420.0,twitter facebook shut accounts platforms reportedly linked misleading social media campaign run turning point action offshoot popular conservative youth activist organization turning point usa,1,1,2
147,Sep 15,551.0,231.0,426.0,texas supreme court blocked harris county texas sending mailin ballot applications 2 million possible voters litigation continues,1,1,2
148,Sep 15,357.0,44.0,135.0,florida national guard activated 175 members ahead hurricane sally department emergency management says,1,0,0
149,Sep 15,302.0,59.0,96.0,us ambassador hungary announced step post november 1,1,1,0
150,Sep 15,436.0,195.0,294.0,department homeland security inspector general declined investigate whether acting homeland security secretary chad wolf deputy ken cuccinelli serving roles lawfully,1,1,2
151,Sep 15,1700.0,297.0,581.0,world trade organization says president donald trumps tariffs chinese goods break international trade rules,1,1,2
152,Sep 15,222.0,36.0,112.0,world series played neutral site due health concerns major league baseball announced first neutral site world series since 1940s,1,0,0
153,Sep 15,552.0,236.0,156.0,president trump israeli pm netanyahu joined foreign ministers uae bahrain mark historic normalization agreements,1,1,2
154,Sep 15,274.0,50.0,130.0,mississippi gov tate reeves says unpredictable slowmoving hurricane sally already causing flooding state people live lowlying areas go inland immediately follow live updates,1,0,0
155,Sep 15,570.0,60.0,259.0,rain already falling outer bands hurricane sally naples florida biloxi mississippi storm moving 2 mph — slower humans walk — necessarily good thing,1,0,0
156,Sep 15,1100.0,156.0,622.0,city louisville settles wrongful death lawsuit brought breonna taylors family officers shooting yet faced charges,1,1,1
157,Sep 15,1900.0,132.0,602.0,judge says chad wolf likely unlawfully serving acting secretary homeland security blocks new asylum restrictions,1,1,1
158,Sep 15,2700.0,1000.0,2000.0,hundreds thousands migratory birds found dead across new mexico biologists dont know,1,1,2
159,Sep 15,366.0,54.0,120.0,despite plans shift employees working home facebook says buying unused headquarters outdoor retailer rei 400000square foot complex bellevue washington,1,1,0
160,Sep 15,470.0,262.0,220.0,eight people arrested protests lancaster pennsylvania day police officer shot killed 27yearold man responding call,1,1,2
161,Sep 14,454.0,35.0,167.0,mercedesbenzs parent company pay 15 billion resolve allegations vehicles rigged cheat diesel emissions tests,1,0,0
162,Sep 14,1600.0,505.0,1000.0,south dakotas attorney general struck killed man driving saturday body discovered told police hit deer officials say,1,1,2
163,Sep 14,439.0,63.0,213.0,mississippi alabama coasts hurricane warning sally strengthened hurricane appeared shift east,1,0,0
164,Sep 14,2200.0,306.0,1700.0,world health organization received reports 307930 new covid19 cases worldwide past 24 hours — highest singleday increase global infections since pandemic began follow live updates,1,0,2
165,Sep 14,333.0,52.0,167.0,terry branstad stepping united states ambassador china three years beijing source confirmed cnn,1,1,0
166,Sep 14,603.0,97.0,264.0,two people injured several people rescued elliott bay seattle waterfront pier collapsed officials say,1,1,1
167,Sep 14,839.0,135.0,390.0,tiktok oracle become business partners us — deal meant satisfy trump administrations national security concerns source says,1,0,1
168,Sep 14,891.0,39.0,170.0,dominic thiem beats alexander zverev final us open win first grand slam singles title,1,1,0
169,Sep 13,626.0,76.0,282.0,microsoft says offer buy us operations chineseowned tiktok rejected,1,1,1
170,Sep 13,1100.0,320.0,371.0,white house released executive order calling medicare pay prescription prices developed nations drug makers opposed,1,1,2
171,Sep 13,7100.0,3300.0,4000.0,president trumps rally tonight henderson nevada first indoors since june tulsa oklahoma expected violate nevadas restriction gatherings 50 people,1,1,2
172,Sep 13,1100.0,208.0,221.0,two deputies shot car saturday night los angeles county surgery sheriffs department spokesperson says,1,1,2
173,Sep 13,1100.0,72.0,334.0,federal judge temporarily bars usps sending mailers election officials colorado say contain false statements voting,1,1,1
174,Sep 12,9100.0,198.0,1600.0,naomi osaka rallies beat victoria azarenka win us open tennis tournament third grand slam title,1,1,2
175,Sep 12,1000.0,208.0,642.0,michigan state university students asked selfquarantine parties contributed 342 new coronavirus cases,1,1,2
176,Sep 12,5400.0,185.0,1600.0,colorados secretary state filed lawsuit us postal service postmaster general louis dejoy preelection mailer includes information says doesnt align states election policies,1,1,2
177,Sep 12,571.0,88.0,174.0,nadhim shaker one iraqs famous soccer stars 1970s 80s died covid19 age 63 health officials say,1,1,1
178,Sep 12,348.0,58.0,130.0,greek police fired teargas group migrants protesting new camp set island lesbos replace one destroyed fire earlier week according local media,1,1,0
179,Sep 12,1400.0,137.0,713.0,oxford university coronavirus vaccine trials resume halted due unexplained illness one volunteers university says,1,0,1
180,Sep 12,800.0,199.0,465.0,champion wrestler navid afkari executed iran despite international campaign calling sentence carried according irans staterun news agency,1,1,2
181,Sep 12,669.0,85.0,196.0,former top chef contestant aaron grissom died traffic accident authorities say 34,1,1,1
182,Sep 12,2400.0,195.0,870.0,acting homeland security secretary subpoenaed testify house next week faces whistleblower allegations urged officials alter intelligence,1,1,2
183,Sep 12,760.0,307.0,633.0,us expelled 8800 unaccompanied migrant children without court hearings since coronavirus border restrictions put place march,1,0,2
184,Sep 11,8300.0,266.0,1200.0,new california law give inmate firefighters front lines chance records expunged better chance become professional firefighters released prison,1,1,2
185,Sep 11,370.0,69.0,152.0,camp pediatric cancer patients northern california gone flames bear fire burned area,1,1,1
186,Sep 11,506.0,278.0,267.0,marjorie taylor greene georgia gop house candidate history incendiary conspiracyspreading comments running unopposed democratic opponent dropped democrats could pick new candidate run greene,1,1,2
187,Sep 11,1700.0,156.0,606.0,justice departments decision drop criminal case former national security adviser michael flynn corrupt politically motivated favor courtappointed lawyer says,1,1,1
188,Sep 11,383.0,48.0,131.0,three us senators demand recalls cnn investigation found amazonbranded products flagged fire hazards,1,1,0
189,Sep 11,421.0,263.0,254.0,us appeals court says florida stop exfelons voting owe court fines fees associated convictions,0,0,2
190,Sep 11,2200.0,333.0,961.0,dr fauci says vaccine likely months life might return covid19 end 2021,1,0,2
191,Sep 11,745.0,82.0,287.0,students depressive symptoms made twice many suicide attempts schools closed pandemic new study primary school students china found,0,0,1
192,Sep 11,1700.0,114.0,354.0,dr anthony fauci says world needs work universal vaccine coronavirus pandemics citing sars mers covid19 recent examples,1,0,1
193,Sep 11,292.0,31.0,125.0,prices used cars trucks climbed 54 us last month boom pushed consumer price inflation,1,1,0
194,Sep 11,2400.0,139.0,462.0,remembrance ceremony 19th anniversary 911 attacks underway nyc memorial site follow live,1,0,1
195,Sep 11,275.0,50.0,92.0,plans move migrants lesbos fires destroyed large part islands overcrowded refugee camp greek official says,1,1,0
196,Sep 11,4000.0,506.0,1700.0,four houston police officers fired fatally shooting apparently emotionally disturbed man ground wounded incapacitated final volley 21 shots officials say,1,1,2
197,Sep 10,275.0,121.0,202.0,wisconsin supreme court told election officials across state cant mail absentee ballots court decides whether add green partys presidential ticket ballot,1,1,1
198,Sep 10,1400.0,96.0,396.0,federal court rebuking blocking president donald trumps directive exclude undocumented immigrants census count thats used allocate seats congress,1,1,1
199,Sep 10,4100.0,539.0,663.0,months protests police officers portland oregon longer use tear gas crowd control,1,1,2
200,Sep 10,201.0,87.0,171.0,ensemble forecast published us centers disease control prevention projects 205000 217000 coronavirus deaths united states oct 3,1,0,1
201,Sep 10,824.0,100.0,464.0,31 million acres burned california 12 people died result wildfires ravaging state according california department forestry fire protection,1,0,1
202,Sep 10,517.0,97.0,315.0,microsoft report discloses efforts chinese iranian hackers target 2020 elections suggests russias tactics continue evolve,1,1,1
203,Sep 10,2800.0,194.0,884.0,avengers game thrones actress diana rigg dead played everything classical roles james bonds wife,1,1,2
204,Sep 10,571.0,150.0,658.0,new york department store chain century 21 files bankruptcy says shut company says lack payment business interruption insurance forced decision,1,1,1
205,Sep 10,1200.0,64.0,250.0,jane fraser become first woman lead major us bank citigroup announcing shell next ceo,1,1,0
206,Sep 9,792.0,161.0,176.0,new york city restaurants allowed resume indoor dining september 30 limited operating 25 capacity governor says,1,1,2
207,Sep 9,5800.0,976.0,4100.0,new tapes president trump admits bob woodward concealed critical details knew coronavirus wanted always play,1,1,2
208,Sep 9,336.0,48.0,142.0,portugal reports highest daily number new covid19 cases since april follow live updates coronavirus pandemic,1,0,0
209,Sep 9,300.0,41.0,144.0,lvmh says cant complete planned acquisition tiffany would biggest luxury goods deal history,1,1,0
210,Sep 9,456.0,45.0,281.0,europes largest migrant camp moria completely destroyed massive fires broke early wednesday overcrowded site greeces lesbos island according eyewitness,0,0,0
211,Sep 9,895.0,281.0,266.0,academy motion pictures arts sciences require films entering oscar race best picture meet new representation standards 2024,1,1,2
212,Sep 9,878.0,599.0,649.0,doj wants take president trumps defense defamation lawsuit filed e jean carroll accused sexual assault,1,1,2
213,Sep 8,641.0,91.0,319.0,british prime minister boris johnson announce new measures wednesday reduce number people legally allowed socially gather 30 six england control coronavirus spread,1,0,1
214,Sep 8,5400.0,2600.0,1600.0,keeping kardashians coming end 14 years kim kardashian announced instagram,1,1,2
215,Sep 8,650.0,256.0,226.0,white house host signing ceremony united arab emirates israel document new normalization deal first middle east white house peace signing 26 years senior administration official says,1,1,2
216,Sep 8,515.0,73.0,148.0,police chief rochester ny retiring protests death daniel prude police custody,1,1,1
217,Sep 8,333.0,48.0,131.0,apple countersued epic games accusing maker popular online video game fortnite stealing 30 commissions iphone maker takes app developers,1,1,0
218,Sep 8,936.0,129.0,807.0,jpmorgan chase investigating potential misuse pandemic relief programs workers customers saying conduct may even illegal,1,1,1
219,Sep 7,672.0,69.0,255.0,french soccer star kylian mbappe tested positive covid19 french football federation says hes seventh paris saintgermain player test positive recent weeks,1,1,1
220,Sep 7,217.0,45.0,109.0,federal judge recommends dropping charges three men charged connection sinking duck boat killed 17 people near branson missouri,1,1,0
221,Sep 7,698.0,85.0,284.0,eight defendants journalist jamal khashoggis murder sentenced saudi arabia un official calls outcome parody justice,1,1,1
222,Sep 7,1500.0,226.0,257.0,florida reports fewest number new coronavirus cases nearly three months,1,0,2
223,Sep 7,265.0,59.0,131.0,us service member injured attack alshabaab somalia us military says least one alshabaab fighter killed,1,1,0
