"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Apr 10, 2015","38","404","333","https://pbs.twimg.com/media/CCQuCyHVEAAHLga?format=jpg&name=small","Tornado that killed 2 in Fairdale, Illinois, a preliminary EF-4 with winds of 166-200 mph. http://cnn.it/1OhMLD2","","","1"
"","CNN Breaking News","Apr 10, 2015","64","451","407","https://pbs.twimg.com/card_img/1337148238072168449/TonuUjCo?format=jpg&name=small","10 California deputies suspended after video shows suspect being beaten, kicked after chase.","https://pbs.twimg.com/card_img/1337148238072168449/TonuUjCo?format=jpg&name=small","http://t.co/XXPmaTGfV0?amp=1","1"
"","10 California deputies suspended after beating man - CNN","","64","451","407","https://pbs.twimg.com/card_img/1337148238072168449/TonuUjCo?format=jpg&name=small","10 California deputies suspended after video shows suspect being beaten, kicked after chase.","https://pbs.twimg.com/card_img/1337148238072168449/TonuUjCo?format=jpg&name=small","http://t.co/XXPmaTGfV0?amp=1","1"
"","The FBI will investigate whether civil rights were violated during the videotaped beating of a California suspect who allegedly fled police.","","64","451","407","https://pbs.twimg.com/card_img/1337148238072168449/TonuUjCo?format=jpg&name=small","10 California deputies suspended after video shows suspect being beaten, kicked after chase.","https://pbs.twimg.com/card_img/1337148238072168449/TonuUjCo?format=jpg&name=small","http://t.co/XXPmaTGfV0?amp=1","1"
"","cnn.com","","64","451","407","https://pbs.twimg.com/card_img/1337148238072168449/TonuUjCo?format=jpg&name=small","10 California deputies suspended after video shows suspect being beaten, kicked after chase.","https://pbs.twimg.com/card_img/1337148238072168449/TonuUjCo?format=jpg&name=small","http://t.co/XXPmaTGfV0?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","35","310","276","https://pbs.twimg.com/card_img/1337279812210143233/KpN0CH0b?format=jpg&name=small","Army recruit charged with trying to detonate car bomb at Fort Riley in Kansas.","https://pbs.twimg.com/card_img/1337279812210143233/KpN0CH0b?format=jpg&name=small","http://t.co/ANTYaofobC?amp=1","1"
"","Man accused of trying to set off bomb at Fort Riley - CNN","","35","310","276","https://pbs.twimg.com/card_img/1337279812210143233/KpN0CH0b?format=jpg&name=small","Army recruit charged with trying to detonate car bomb at Fort Riley in Kansas.","https://pbs.twimg.com/card_img/1337279812210143233/KpN0CH0b?format=jpg&name=small","http://t.co/ANTYaofobC?amp=1","1"
"","A former U.S. Army recruit who wanted to engage in jihad has been charged with trying to detonate a car bomb at Fort Riley army base, authorities said.","","35","310","276","https://pbs.twimg.com/card_img/1337279812210143233/KpN0CH0b?format=jpg&name=small","Army recruit charged with trying to detonate car bomb at Fort Riley in Kansas.","https://pbs.twimg.com/card_img/1337279812210143233/KpN0CH0b?format=jpg&name=small","http://t.co/ANTYaofobC?amp=1","1"
"","cnn.com","","35","310","276","https://pbs.twimg.com/card_img/1337279812210143233/KpN0CH0b?format=jpg&name=small","Army recruit charged with trying to detonate car bomb at Fort Riley in Kansas.","https://pbs.twimg.com/card_img/1337279812210143233/KpN0CH0b?format=jpg&name=small","http://t.co/ANTYaofobC?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","29","212","290","https://pbs.twimg.com/card_img/1337279814089240577/dAuV1sON?format=jpg&name=small","Secret Service officer arrested by D.C. police, to be charged with destruction of property.","https://pbs.twimg.com/card_img/1337279814089240577/dAuV1sON?format=jpg&name=small","http://t.co/QynuqVCUPo?amp=1","1"
"","Secret Service officer charged with burglary attempt - CNNPolitics","","29","212","290","https://pbs.twimg.com/card_img/1337279814089240577/dAuV1sON?format=jpg&name=small","Secret Service officer arrested by D.C. police, to be charged with destruction of property.","https://pbs.twimg.com/card_img/1337279814089240577/dAuV1sON?format=jpg&name=small","http://t.co/QynuqVCUPo?amp=1","1"
"","An off-duty member of the Uniformed Division of Secret Service has been charged with first-degree attempted burglary and destruction of property.","","29","212","290","https://pbs.twimg.com/card_img/1337279814089240577/dAuV1sON?format=jpg&name=small","Secret Service officer arrested by D.C. police, to be charged with destruction of property.","https://pbs.twimg.com/card_img/1337279814089240577/dAuV1sON?format=jpg&name=small","http://t.co/QynuqVCUPo?amp=1","1"
"","cnn.com","","29","212","290","https://pbs.twimg.com/card_img/1337279814089240577/dAuV1sON?format=jpg&name=small","Secret Service officer arrested by D.C. police, to be charged with destruction of property.","https://pbs.twimg.com/card_img/1337279814089240577/dAuV1sON?format=jpg&name=small","http://t.co/QynuqVCUPo?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","22","390","353","https://pbs.twimg.com/card_img/1335958182477393920/jEARHYPo?format=jpg&name=small","Obama, Castro spoke by phone ahead of Panama summit, White House official says.","https://pbs.twimg.com/card_img/1335958182477393920/jEARHYPo?format=jpg&name=small","http://t.co/VHcEpZ5kcJ?amp=1","1"
"","Obama, Castro finally meet face-to-face - CNNPolitics","","22","390","353","https://pbs.twimg.com/card_img/1335958182477393920/jEARHYPo?format=jpg&name=small","Obama, Castro spoke by phone ahead of Panama summit, White House official says.","https://pbs.twimg.com/card_img/1335958182477393920/jEARHYPo?format=jpg&name=small","http://t.co/VHcEpZ5kcJ?amp=1","1"
"","President Obama briefly met Cuban President Raul Castro on Friday night at a dinner for the dozens of Latin American leaders convening in Panama City.","","22","390","353","https://pbs.twimg.com/card_img/1335958182477393920/jEARHYPo?format=jpg&name=small","Obama, Castro spoke by phone ahead of Panama summit, White House official says.","https://pbs.twimg.com/card_img/1335958182477393920/jEARHYPo?format=jpg&name=small","http://t.co/VHcEpZ5kcJ?amp=1","1"
"","cnn.com","","22","390","353","https://pbs.twimg.com/card_img/1335958182477393920/jEARHYPo?format=jpg&name=small","Obama, Castro spoke by phone ahead of Panama summit, White House official says.","https://pbs.twimg.com/card_img/1335958182477393920/jEARHYPo?format=jpg&name=small","http://t.co/VHcEpZ5kcJ?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","112","1.8K","1.7K","https://pbs.twimg.com/media/CCOzOQVUAAAaf8u?format=jpg&name=small","Lauren Hill, who realized dream of playing college basketball despite cancer diagnosis, dies. http://cnn.it/1chyvwr","","","1"
"","CNN Breaking News","Apr 10, 2015","130","1.4K","1.4K","","Hillary Clinton is expected to formally announce her candidacy for the White House on Sunday in a video, source close to campaign says.","","","1"
"","CNN Breaking News","Apr 10, 2015","19","185","234","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","2 people killed, 12 hurt when car explodes in central Baghdad, Iraq, officials say.","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","http://t.co/u6HuQvjXyb?amp=1","1"
"","Iraq bombing kills 2 - CNN","","19","185","234","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","2 people killed, 12 hurt when car explodes in central Baghdad, Iraq, officials say.","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","http://t.co/u6HuQvjXyb?amp=1","1"
"","A parked car exploded in Iraq on Friday, killing two people and wounding 12 others, authorities say.","","19","185","234","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","2 people killed, 12 hurt when car explodes in central Baghdad, Iraq, officials say.","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","http://t.co/u6HuQvjXyb?amp=1","1"
"","cnn.com","","19","185","234","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","2 people killed, 12 hurt when car explodes in central Baghdad, Iraq, officials say.","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","http://t.co/u6HuQvjXyb?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","47","275","308","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","Mass. police officer faces multiple charges after allegedly beating cuffed prisoner.","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","http://t.co/GBFLcd9LQP?amp=1","1"
"","Massachusetts cop arrested after alleged racial beating - CNN","","47","275","308","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","Mass. police officer faces multiple charges after allegedly beating cuffed prisoner.","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","http://t.co/GBFLcd9LQP?amp=1","1"
"","A Massachusetts police officer allegedly said something about a cuffed prisoner's ""black"" skin, then gave him a beating.","","47","275","308","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","Mass. police officer faces multiple charges after allegedly beating cuffed prisoner.","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","http://t.co/GBFLcd9LQP?amp=1","1"
"","cnn.com","","47","275","308","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","Mass. police officer faces multiple charges after allegedly beating cuffed prisoner.","https://pbs.twimg.com/card_img/1336594232946151425/W7rmBK9h?format=jpg&name=small","http://t.co/GBFLcd9LQP?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","14","192","199","https://pbs.twimg.com/card_img/1337279813896335360/Tk-aRFGr?format=jpg&name=small","1 child dies, 1 in “grave condition” after car plunges into water in Los Angeles. 2 adults in fair condition.","https://pbs.twimg.com/card_img/1337279813896335360/Tk-aRFGr?format=jpg&name=small","http://t.co/EmREZduQEc?amp=1","1"
"","Car goes into Port of Los Angeles water - CNN","","14","192","199","https://pbs.twimg.com/card_img/1337279813896335360/Tk-aRFGr?format=jpg&name=small","1 child dies, 1 in “grave condition” after car plunges into water in Los Angeles. 2 adults in fair condition.","https://pbs.twimg.com/card_img/1337279813896335360/Tk-aRFGr?format=jpg&name=small","http://t.co/EmREZduQEc?amp=1","1"
"","A firefighter is being praised as a ""hero"" for trying to rescue two kids trapped inside a car that plunged into the Port of Los Angeles.","","14","192","199","https://pbs.twimg.com/card_img/1337279813896335360/Tk-aRFGr?format=jpg&name=small","1 child dies, 1 in “grave condition” after car plunges into water in Los Angeles. 2 adults in fair condition.","https://pbs.twimg.com/card_img/1337279813896335360/Tk-aRFGr?format=jpg&name=small","http://t.co/EmREZduQEc?amp=1","1"
"","cnn.com","","14","192","199","https://pbs.twimg.com/card_img/1337279813896335360/Tk-aRFGr?format=jpg&name=small","1 child dies, 1 in “grave condition” after car plunges into water in Los Angeles. 2 adults in fair condition.","https://pbs.twimg.com/card_img/1337279813896335360/Tk-aRFGr?format=jpg&name=small","http://t.co/EmREZduQEc?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","19","214","190","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","After tornadoes rip through parts of Midwest, 1 person dead; debris still hampers rescue workers.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/fg1fVpmEhe?amp=1","1"
"","Tornadoes rip through parts of Midwest - CNN","","19","214","190","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","After tornadoes rip through parts of Midwest, 1 person dead; debris still hampers rescue workers.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/fg1fVpmEhe?amp=1","1"
"","At least two people have died as a result of storms in Illinois, an official says.","","19","214","190","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","After tornadoes rip through parts of Midwest, 1 person dead; debris still hampers rescue workers.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/fg1fVpmEhe?amp=1","1"
"","cnn.com","","19","214","190","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","After tornadoes rip through parts of Midwest, 1 person dead; debris still hampers rescue workers.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/fg1fVpmEhe?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","21","244","243","https://pbs.twimg.com/card_img/1337053053707497476/Zr-r3py1?format=jpg&name=small","21 people were killed in a shipwreck off the northern coast of Haiti, an official told CNN.","https://pbs.twimg.com/card_img/1337053053707497476/Zr-r3py1?format=jpg&name=small","http://t.co/0vaQPkoVkw?amp=1","1"
"","Haiti shipwreck claims at least 21 lives, official says - CNN","","21","244","243","https://pbs.twimg.com/card_img/1337053053707497476/Zr-r3py1?format=jpg&name=small","21 people were killed in a shipwreck off the northern coast of Haiti, an official told CNN.","https://pbs.twimg.com/card_img/1337053053707497476/Zr-r3py1?format=jpg&name=small","http://t.co/0vaQPkoVkw?amp=1","1"
"","At least 21 people were killed during a shipwreck off the northern coast of Haiti, the country's civil protection directorate told CNN on Thursday.","","21","244","243","https://pbs.twimg.com/card_img/1337053053707497476/Zr-r3py1?format=jpg&name=small","21 people were killed in a shipwreck off the northern coast of Haiti, an official told CNN.","https://pbs.twimg.com/card_img/1337053053707497476/Zr-r3py1?format=jpg&name=small","http://t.co/0vaQPkoVkw?amp=1","1"
"","cnn.com","","21","244","243","https://pbs.twimg.com/card_img/1337053053707497476/Zr-r3py1?format=jpg&name=small","21 people were killed in a shipwreck off the northern coast of Haiti, an official told CNN.","https://pbs.twimg.com/card_img/1337053053707497476/Zr-r3py1?format=jpg&name=small","http://t.co/0vaQPkoVkw?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","19","460","292","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","At least 1 person dies from storms in Fairdale, Illinois, state spokeswoman says.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/yrY53ZYvyr?amp=1","1"
"","Tornadoes hit Iowa, Illinois, Ohio - CNN","","19","460","292","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","At least 1 person dies from storms in Fairdale, Illinois, state spokeswoman says.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/yrY53ZYvyr?amp=1","1"
"","Tornadoes tore through parts of Iowa, Illinois and Ohio on Thursday in what the National Weather Service warned is a ""particularly dangerous situation.""","","19","460","292","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","At least 1 person dies from storms in Fairdale, Illinois, state spokeswoman says.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/yrY53ZYvyr?amp=1","1"
"","cnn.com","","19","460","292","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","At least 1 person dies from storms in Fairdale, Illinois, state spokeswoman says.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/yrY53ZYvyr?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","19","412","362","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","People throughout Midwest should remain on alert for severe weather, according to National Weather Service. http://cnn.it/1aMVcbg.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","Tornadoes hit Iowa, Illinois, Ohio - CNN","","19","412","362","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","People throughout Midwest should remain on alert for severe weather, according to National Weather Service. http://cnn.it/1aMVcbg.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","Tornadoes tore through parts of Iowa, Illinois and Ohio on Thursday in what the National Weather Service warned is a ""particularly dangerous situation.""","","19","412","362","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","People throughout Midwest should remain on alert for severe weather, according to National Weather Service. http://cnn.it/1aMVcbg.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","cnn.com","","19","412","362","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","People throughout Midwest should remain on alert for severe weather, according to National Weather Service. http://cnn.it/1aMVcbg.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","37","467","273","https://pbs.twimg.com/card_img/1335561569032306688/G4U_CN9f?format=jpg&name=small","Two D.C. shootings: One at Census Bureau, another in H Street Corridor. http://cnn.it/1NXBuFO.","https://pbs.twimg.com/card_img/1335561569032306688/G4U_CN9f?format=jpg&name=small","http://t.co/jp6lQ7xK2h?amp=1","1"
"","Washington, D.C., shootings: Census Bureau, H Street - CNN","","37","467","273","https://pbs.twimg.com/card_img/1335561569032306688/G4U_CN9f?format=jpg&name=small","Two D.C. shootings: One at Census Bureau, another in H Street Corridor. http://cnn.it/1NXBuFO.","https://pbs.twimg.com/card_img/1335561569032306688/G4U_CN9f?format=jpg&name=small","http://t.co/jp6lQ7xK2h?amp=1","1"
"","Washington is rocked by two shootings -- one at the gates of the U.S. Census Bureau's headquarters and another along the H Street corridor.","","37","467","273","https://pbs.twimg.com/card_img/1335561569032306688/G4U_CN9f?format=jpg&name=small","Two D.C. shootings: One at Census Bureau, another in H Street Corridor. http://cnn.it/1NXBuFO.","https://pbs.twimg.com/card_img/1335561569032306688/G4U_CN9f?format=jpg&name=small","http://t.co/jp6lQ7xK2h?amp=1","1"
"","cnn.com","","37","467","273","https://pbs.twimg.com/card_img/1335561569032306688/G4U_CN9f?format=jpg&name=small","Two D.C. shootings: One at Census Bureau, another in H Street Corridor. http://cnn.it/1NXBuFO.","https://pbs.twimg.com/card_img/1335561569032306688/G4U_CN9f?format=jpg&name=small","http://t.co/jp6lQ7xK2h?amp=1","1"
"","CNN Breaking News","Apr 10, 2015","18","294","328","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","Tornadoes hit eastern Iowa and northern Illinois. http://cnn.it/1aMVcbg.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","Tornadoes hit Iowa, Illinois, Ohio - CNN","","18","294","328","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","Tornadoes hit eastern Iowa and northern Illinois. http://cnn.it/1aMVcbg.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","Tornadoes tore through parts of Iowa, Illinois and Ohio on Thursday in what the National Weather Service warned is a ""particularly dangerous situation.""","","18","294","328","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","Tornadoes hit eastern Iowa and northern Illinois. http://cnn.it/1aMVcbg.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","cnn.com","","18","294","328","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","Tornadoes hit eastern Iowa and northern Illinois. http://cnn.it/1aMVcbg.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","CNN Breaking News","Apr 9, 2015","20","429","318","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","Large and extremely dangerous tornado near Camanche, Iowa, moving northeast at 40 mph.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","Tornadoes hit Iowa, Illinois, Ohio - CNN","","20","429","318","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","Large and extremely dangerous tornado near Camanche, Iowa, moving northeast at 40 mph.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","Tornadoes tore through parts of Iowa, Illinois and Ohio on Thursday in what the National Weather Service warned is a ""particularly dangerous situation.""","","20","429","318","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","Large and extremely dangerous tornado near Camanche, Iowa, moving northeast at 40 mph.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","cnn.com","","20","429","318","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","Large and extremely dangerous tornado near Camanche, Iowa, moving northeast at 40 mph.","https://pbs.twimg.com/card_img/1336385228970090496/cMAH7ERU?format=jpg&name=small","http://t.co/kBKy2G6MC1?amp=1","1"
"","CNN Breaking News","Apr 9, 2015","28","219","318","https://pbs.twimg.com/media/CCLsBpsWIAIpBnL?format=jpg&name=small","Senior partner from 'L.A. Law' dies. http://cnn.it/1CnnDTX","","","1"
"","CNN Breaking News","Apr 9, 2015","92","330","354","https://pbs.twimg.com/card_img/1332717720991887365/GfOfDEtI?format=jpg&name=small","Police release dash cam video showing Michael Slager approaching Walter Scott's car.","https://pbs.twimg.com/card_img/1332717720991887365/GfOfDEtI?format=jpg&name=small","http://t.co/q7qIHVlA3y?amp=1","1"
"","South Carolina police shooting: Dash cam video released - CNN","","92","330","354","https://pbs.twimg.com/card_img/1332717720991887365/GfOfDEtI?format=jpg&name=small","Police release dash cam video showing Michael Slager approaching Walter Scott's car.","https://pbs.twimg.com/card_img/1332717720991887365/GfOfDEtI?format=jpg&name=small","http://t.co/q7qIHVlA3y?amp=1","1"
"","Video from the patrol car of North Charleston's Michael Slager shows an initial traffic stop and early interactions between the officer and Scott.","","92","330","354","https://pbs.twimg.com/card_img/1332717720991887365/GfOfDEtI?format=jpg&name=small","Police release dash cam video showing Michael Slager approaching Walter Scott's car.","https://pbs.twimg.com/card_img/1332717720991887365/GfOfDEtI?format=jpg&name=small","http://t.co/q7qIHVlA3y?amp=1","1"
"","cnn.com","","92","330","354","https://pbs.twimg.com/card_img/1332717720991887365/GfOfDEtI?format=jpg&name=small","Police release dash cam video showing Michael Slager approaching Walter Scott's car.","https://pbs.twimg.com/card_img/1332717720991887365/GfOfDEtI?format=jpg&name=small","http://t.co/q7qIHVlA3y?amp=1","1"
"","CNN Breaking News","Apr 9, 2015","35","379","415","https://pbs.twimg.com/card_img/1336814100819525632/nOcOkRMT?format=jpg&name=small","11 suspected members of an ISIS-linked jihadist cell arrested in Spain.","https://pbs.twimg.com/card_img/1336814100819525632/nOcOkRMT?format=jpg&name=small","http://t.co/nT29W5fhkq?amp=1","1"
"","11 arrested in Spain for alleged ties to ISIS - CNN","","35","379","415","https://pbs.twimg.com/card_img/1336814100819525632/nOcOkRMT?format=jpg&name=small","11 suspected members of an ISIS-linked jihadist cell arrested in Spain.","https://pbs.twimg.com/card_img/1336814100819525632/nOcOkRMT?format=jpg&name=small","http://t.co/nT29W5fhkq?amp=1","1"
"","Eleven people arrested in Spain's Catalonia province were suspected members of a jihadist cell linked to ISIS, officials said.","","35","379","415","https://pbs.twimg.com/card_img/1336814100819525632/nOcOkRMT?format=jpg&name=small","11 suspected members of an ISIS-linked jihadist cell arrested in Spain.","https://pbs.twimg.com/card_img/1336814100819525632/nOcOkRMT?format=jpg&name=small","http://t.co/nT29W5fhkq?amp=1","1"
"","cnn.com","","35","379","415","https://pbs.twimg.com/card_img/1336814100819525632/nOcOkRMT?format=jpg&name=small","11 suspected members of an ISIS-linked jihadist cell arrested in Spain.","https://pbs.twimg.com/card_img/1336814100819525632/nOcOkRMT?format=jpg&name=small","http://t.co/nT29W5fhkq?amp=1","1"
"","CNN Breaking News","Apr 9, 2015","16","216","237","https://pbs.twimg.com/card_img/1334770189620154371/k1MUswzD?format=jpg&name=small","Pacific Gas & Electric ordered to pay $1.6 billion penalty for unsafe operation after explosion killed 8 in 2010.","https://pbs.twimg.com/card_img/1334770189620154371/k1MUswzD?format=jpg&name=small","http://t.co/Oy4ly3fngA?amp=1","1"
"","California utility to pay $1.6B after pipeline rupture - CNN","","16","216","237","https://pbs.twimg.com/card_img/1334770189620154371/k1MUswzD?format=jpg&name=small","Pacific Gas & Electric ordered to pay $1.6 billion penalty for unsafe operation after explosion killed 8 in 2010.","https://pbs.twimg.com/card_img/1334770189620154371/k1MUswzD?format=jpg&name=small","http://t.co/Oy4ly3fngA?amp=1","1"
"","Pacific Gas & Electric Co. is ordered to pay $1.6 billion penalty for unsafe operation, including a deadly pipeline rupture that killed 8 in San Bruno.","","16","216","237","https://pbs.twimg.com/card_img/1334770189620154371/k1MUswzD?format=jpg&name=small","Pacific Gas & Electric ordered to pay $1.6 billion penalty for unsafe operation after explosion killed 8 in 2010.","https://pbs.twimg.com/card_img/1334770189620154371/k1MUswzD?format=jpg&name=small","http://t.co/Oy4ly3fngA?amp=1","1"
"","cnn.com","","16","216","237","https://pbs.twimg.com/card_img/1334770189620154371/k1MUswzD?format=jpg&name=small","Pacific Gas & Electric ordered to pay $1.6 billion penalty for unsafe operation after explosion killed 8 in 2010.","https://pbs.twimg.com/card_img/1334770189620154371/k1MUswzD?format=jpg&name=small","http://t.co/Oy4ly3fngA?amp=1","1"
"","CNN Breaking News","Apr 9, 2015","210","2.8K","3.1K","https://pbs.twimg.com/media/CCKaU9lWgAA9_R3?format=jpg&name=small",".
@taylorswift13
says her mother has been diagnosed with cancer. http://cnn.it/1FFnJtx #PrayForMamaSwift","","","1"
"","CNN Breaking News","Apr 9, 2015","13","170","197","https://pbs.twimg.com/card_img/1336089556358221824/n2s_rStE?format=jpg&name=small","10 convicted in India's Satyam corporate scandal","https://pbs.twimg.com/card_img/1336089556358221824/n2s_rStE?format=jpg&name=small","http://t.co/33IAFZGUUX?amp=1","1"
"","India convicts biggest corporate scandal - CNN","","13","170","197","https://pbs.twimg.com/card_img/1336089556358221824/n2s_rStE?format=jpg&name=small","10 convicted in India's Satyam corporate scandal","https://pbs.twimg.com/card_img/1336089556358221824/n2s_rStE?format=jpg&name=small","http://t.co/33IAFZGUUX?amp=1","1"
"","An Indian software pioneer and nine others have been sentenced to seven years in jail over what's been dubbed India's biggest corporate scandal in memory.","","13","170","197","https://pbs.twimg.com/card_img/1336089556358221824/n2s_rStE?format=jpg&name=small","10 convicted in India's Satyam corporate scandal","https://pbs.twimg.com/card_img/1336089556358221824/n2s_rStE?format=jpg&name=small","http://t.co/33IAFZGUUX?amp=1","1"
"","edition.cnn.com","","13","170","197","https://pbs.twimg.com/card_img/1336089556358221824/n2s_rStE?format=jpg&name=small","10 convicted in India's Satyam corporate scandal","https://pbs.twimg.com/card_img/1336089556358221824/n2s_rStE?format=jpg&name=small","http://t.co/33IAFZGUUX?amp=1","1"
"","CNN Breaking News","Apr 9, 2015","12","368","320","https://pbs.twimg.com/card_img/1337143703580897280/b8EMiO4P?format=jpg&name=small","French network TV5Monde has regained control of 1 of its 11 channels after ""extremely powerful cyberattack.""","https://pbs.twimg.com/card_img/1337143703580897280/b8EMiO4P?format=jpg&name=small","http://t.co/ZH9rkAoWcT?amp=1","1"
"","French TV network TV5Monde hit by massive cyberattack - CNN","","12","368","320","https://pbs.twimg.com/card_img/1337143703580897280/b8EMiO4P?format=jpg&name=small","French network TV5Monde has regained control of 1 of its 11 channels after ""extremely powerful cyberattack.""","https://pbs.twimg.com/card_img/1337143703580897280/b8EMiO4P?format=jpg&name=small","http://t.co/ZH9rkAoWcT?amp=1","1"
